;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1193;1.17;1.01;0.85;0.53;1.05;1.60;1.23;0.78;0.69;2;2;1;1;2;1;1;1;2;;43.251;276.168;796.543;60.281;262.221;21.448;184.686;18.909;592.001;2.959
Model_1194;0.78;0.57;1.67;1.13;1.07;1.15;1.11;0.86;1.07;1;2;1;1;1;1;1;1;1;;72.305;157.525;307.605;45.891;284.011;21.455;126.294;19.21;393.602;2.04
Model_1195;0.67;0.89;0.80;0.85;1.40;0.90;1.73;0.83;0.84;2;1;2;2;2;1;2;2;1;;83.2;192.007;702.448;56.334;135.605;28.058;168.072;18.647;488.885;2.647
Model_1196;0.83;0.96;1.14;0.52;1.61;1.47;1.26;1.09;0.76;2;2;1;1;2;1;1;1;2;;68.569;217.052;524.768;52.97;152.462;26.057;164.749;16.26;476.726;2.937
Model_1197;0.45;0.55;1.12;0.92;1.77;1.23;1.67;1.13;0.77;2;1;1;2;2;1;2;2;2;;133.406;139.589;470.192;59.192;102.365;23.127;149.426;14.077;361.522;2.214
Model_1198;0.72;0.92;0.93;0.61;1.39;1.60;1.14;0.98;0.68;1;1;1;2;1;2;1;2;1;;74.795;256.693;678.991;61.419;175.208;20.848;181.905;17.301;547.586;2.877
Model_1199;1.16;1.05;1.31;0.97;1.62;0.95;1.88;0.57;0.95;2;1;2;1;1;1;2;2;1;;55.208;157.248;461.52;52.974;162.628;28.448;146.019;23.825;396.016;2.925
Model_1200;0.98;0.65;1.32;0.64;1.68;1.12;1.43;0.59;0.88;2;2;2;2;2;1;2;1;2;;60.659;145.908;399.624;50.056;130.822;29.885;148.067;23.373;376.502;2.277
Model_1201;0.45;0.70;1.37;0.53;1.06;1.25;1.21;0.86;0.56;2;2;2;1;2;2;2;1;1;;111.79;192.213;411.141;63.882;259.081;23.624;203.265;17.485;531.389;2.622
Model_1202;0.65;0.70;1.46;0.99;1.04;1.37;1.05;0.80;0.54;1;2;2;1;2;2;1;1;2;;75.956;220.291;425.737;70.648;295.487;16.181;225.587;20.078;596.337;2.526
Model_1203;0.87;0.97;1.38;0.68;1.58;1.01;1.80;1.11;0.51;1;2;2;1;1;2;1;2;1;;77.043;143.977;489.887;74.56;159.624;27.42;141.527;16.925;592.414;2.911
Model_1204;0.97;0.76;1.67;0.85;1.60;1.14;1.36;0.55;0.50;1;2;2;1;2;1;2;1;1;;59.851;157;395.156;76.55;148.698;20.604;172.825;24.924;561.112;2.528
Model_1205;0.72;0.65;1.22;1.14;1.12;1.49;1.68;0.63;0.57;1;2;1;1;2;2;2;1;2;;73.75;146.66;475.364;66.284;238.455;14.048;166.092;22.491;507.079;2.138
Model_1206;1.13;0.72;1.24;0.56;1.49;1.05;1.67;0.83;0.61;2;2;1;1;1;2;1;1;2;;49.781;146.565;471.103;65.11;157.541;30.153;158.778;18.075;469.543;2.388
Model_1207;0.61;0.96;1.13;0.75;1.60;1.05;1.65;0.76;0.95;1;2;1;2;2;2;2;2;2;;92.369;171.029;494.133;50.124;141.744;30.343;146.182;21.366;421.743;2.854
Model_1208;0.94;0.80;1.69;1.17;1.40;1.03;1.87;0.83;0.94;2;1;2;1;1;2;1;1;1;;64.317;135.621;345.925;53.501;212.032;24.458;145.295;20.314;341.325;2.512
Model_1209;0.97;0.68;1.63;0.64;1.34;1.42;1.03;0.75;0.78;2;2;2;2;1;1;1;2;2;;59.005;173.857;351.176;55.435;210.637;24.369;169.528;20.57;414.993;2.527
Model_1210;1.05;0.54;1.09;0.81;1.65;1.54;1.46;0.81;0.70;1;2;2;1;2;1;2;2;1;;50.642;154.322;495.282;65.685;123.545;19.107;172.498;18.485;416.201;2.031
Model_1211;1.02;0.98;1.08;1.15;1.66;1.53;1.60;0.57;0.84;1;2;2;2;1;1;1;1;1;;58.275;193.214;579.055;59.521;146.323;19.764;163.946;24.279;463.966;2.864
Model_1212;1.02;0.87;1.14;0.86;1.86;1.39;1.26;0.58;0.87;1;1;2;1;2;2;1;1;1;;59.631;192.926;532.718;55.608;119.87;24.872;154.723;24.342;464.268;2.684
Model_1213;0.45;0.72;1.06;0.76;1.57;1.15;1.45;0.58;0.52;1;1;1;1;2;2;1;2;2;;125.189;171.603;551.382;72.917;130.701;21.465;175.616;24.211;583.624;2.516
Model_1214;1.02;0.86;1.03;1.17;1.82;1.50;1.10;0.92;0.93;1;2;1;2;2;2;1;1;1;;57.635;212.356;614.481;56.54;119.844;21.063;149.335;19.268;518.222;2.646
Model_1215;0.93;0.79;0.90;1.03;1.53;1.67;1.31;0.56;1.03;2;1;1;1;1;1;2;1;2;;60.536;190.17;592.786;48.516;125.602;19.715;143.795;24.336;494.782;2.293
Model_1216;0.75;0.82;0.92;0.74;1.79;0.98;1.15;0.93;0.92;2;1;2;1;1;2;1;2;2;;70.025;206.199;659.05;52.026;103.763;30.5;148.903;17.834;514.485;2.52
Model_1217;0.55;1.02;1.53;0.58;1.35;1.69;1.33;0.72;1.07;1;2;1;1;1;1;2;2;2;;97.239;172.889;358.556;48.963;214.887;23.92;129.688;22.786;409.477;3.033
Model_1218;0.59;0.69;1.66;0.83;1.87;1.40;1.31;0.98;0.45;2;1;1;1;2;2;2;1;2;;96.359;144.953;395.185;79.414;117.478;19.045;166.84;18.126;587.898;2.474
Model_1219;1.02;1.00;1.57;0.90;1.51;1.01;1.53;0.73;0.66;2;1;2;2;2;2;2;1;2;;59.745;178.427;425.443;67.483;187.719;27.803;168.883;22.046;478.369;2.917
Model_1220;1.17;1.00;1.03;1.18;1.82;1.55;1.49;1.17;0.73;2;1;1;2;2;1;1;1;1;;51.931;219.57;668.227;67.472;130.275;18.525;179.112;16.274;510.179;2.953
Model_1221;0.99;0.58;0.99;0.61;1.04;1.53;1.60;0.64;0.85;2;2;2;1;1;1;1;1;2;;48.95;163.326;486.754;48.901;224.169;22.143;156.388;20.084;406.528;1.863
Model_1222;0.88;0.84;1.42;0.80;1.21;1.34;1.26;1.18;0.59;2;2;1;1;1;1;1;1;1;;62.151;210.653;451.542;71.078;244.187;20.914;198.229;15.215;555.147;2.75
Model_1223;0.94;0.70;1.29;0.75;1.25;1.04;1.71;0.70;0.43;1;2;1;1;1;1;2;2;1;;60.611;123.577;475.848;82.674;203.725;20.478;139.948;20.828;637.692;2.274
Model_1224;0.49;0.95;1.34;0.60;1.37;1.41;1.47;0.53;0.64;2;2;1;1;2;1;1;1;2;;116.359;187.093;453.458;58.417;189.964;22.766;169.036;24.526;482.895;3.157
Model_1225;0.95;0.94;0.81;0.98;1.77;0.85;1.37;0.90;0.99;2;2;1;1;1;2;2;2;2;;57.816;219.161;722.248;53.224;93.226;25.83;155.315;18.219;543.862;2.638
Model_1226;0.54;0.81;1.12;0.93;1.13;1.44;1.23;0.44;0.80;2;2;2;1;1;2;2;2;1;;94.114;207.358;500.313;56.162;238.105;20.372;179.233;27.047;476.167;2.583
Model_1227;0.49;0.96;1.46;0.58;1.63;1.56;1.75;0.82;0.72;1;1;2;1;1;2;2;1;1;;117.888;150.707;415.128;53.964;147.715;22.614;151.658;20.727;395.287;3.204
Model_1228;0.95;0.89;1.32;0.56;1.05;1.13;1.03;0.42;0.98;1;2;2;1;2;1;1;2;2;;57.043;198.456;410.758;46.56;279.878;30.617;134.212;25.011;471.35;2.664
Model_1229;0.61;1.02;1.33;1.22;1.39;1.11;1.21;0.45;0.72;1;1;2;2;1;1;2;1;2;;93.4;227.9;492.086;62.811;209.968;21.926;176.194;27.325;481.906;3.095
Model_1230;0.52;0.82;1.50;0.90;1.04;1.45;1.06;0.72;0.74;1;2;1;2;2;1;2;2;1;;95.889;217.989;390.994;60.144;311.835;20.057;192.466;22.338;461.239;2.771
Model_1231;0.46;0.84;1.34;0.73;1.10;1.30;1.50;0.63;0.44;1;2;1;1;2;1;2;2;2;;126.335;164.1;466.752;76.064;252.145;19.419;157.14;23.155;670.788;2.816
Model_1232;0.45;0.86;1.47;0.86;1.73;1.51;1.39;0.59;0.55;1;1;2;1;1;1;2;2;1;;125.881;173.819;441.589;70.281;127.877;17.419;172.246;26.016;547.81;3.012
Model_1233;1.06;1.05;1.24;0.83;1.42;1.16;1.04;0.44;0.48;1;2;1;2;2;2;1;2;2;;55.922;272.651;597.498;79.919;206.213;21.144;175.03;26.122;759.554;3.075
Model_1234;0.87;0.61;1.06;1.06;1.86;1.25;1.89;0.98;0.67;2;2;1;2;1;2;2;2;2;;67.044;135.489;536.767;67.109;100.994;20.788;145.864;16.056;412.233;2.032
Model_1235;1.10;0.74;1.02;1.23;1.81;1.71;1.47;0.43;0.73;1;2;2;1;1;2;1;2;2;;53.475;186.072;610.68;62.256;117.051;15.245;182.545;27.444;469.273;2.324
Model_1236;0.56;0.83;1.43;1.20;1.86;0.93;1.67;0.41;0.52;2;1;2;2;1;2;2;1;2;;116.777;138.888;463.129;69.351;115.554;20.284;149.962;29.26;564.589;2.625
Model_1237;0.82;0.76;1.02;1.08;1.24;1.32;1.39;0.80;0.87;2;1;2;2;2;2;2;1;1;;64.16;190.15;537.651;55.683;201.772;21.639;169.696;20.041;470.694;2.346
Model_1238;1.03;1.01;0.84;1.13;1.36;1.53;1.38;0.57;0.95;1;1;2;1;1;2;1;1;2;;52.965;228.553;679.277;53.252;157.182;20.43;158.924;23.433;554.608;2.776
Model_1239;0.61;0.87;1.67;0.74;1.87;0.91;1.00;0.72;0.59;1;1;2;1;1;2;2;1;1;;89.803;208.249;402.878;67.872;122.559;31.016;179.044;23.075;518.82;3.118
Model_1240;0.62;0.75;1.31;1.28;1.27;1.47;1.59;0.61;0.44;2;2;2;2;2;1;1;1;2;;96.067;146.744;504.466;68.526;211.288;14.873;155.743;24.7;679.921;2.435
Model_1241;0.98;0.68;1.63;1.23;1.03;1.00;1.22;1.13;0.55;2;1;2;1;2;1;2;1;1;;52.232;191.937;395.405;67.996;325.076;19.536;221.854;15.357;568.121;2.363
Model_1242;1.07;0.85;0.92;1.21;1.60;1.39;1.60;0.98;0.76;1;1;1;2;2;1;2;1;2;;52.795;197.603;682.672;63.016;138.031;19.559;181.057;17.417;499.404;2.619
Model_1243;0.74;0.83;1.48;1.23;1.03;1.48;1.32;1.08;0.64;2;1;1;1;1;2;2;1;2;;71.415;208.282;428.679;65.117;327.834;15.955;209.326;16.985;523.213;2.699
Model_1244;0.80;0.86;1.60;1.03;1.73;1.08;1.17;0.66;0.43;1;2;1;2;2;1;2;2;2;;74.199;195.567;461.726;78.056;142.748;19.122;169.982;24.862;695.313;2.718
Model_1245;1.16;0.74;1.44;0.60;1.36;1.57;1.51;1.13;0.84;2;2;2;1;2;2;1;2;1;;49.83;157.897;393.963;51.831;197.975;23.975;162.036;14.768;384.719;2.469
Model_1246;0.61;0.71;1.43;1.25;1.12;1.08;1.73;0.82;0.45;2;2;1;2;2;2;1;2;2;;94.979;127.421;440.166;68.44;252.064;15.323;142.277;20.144;624.365;2.312
Model_1247;0.85;0.86;0.83;0.81;1.48;1.50;1.73;0.93;0.55;2;1;2;1;2;2;1;2;2;;73.904;182.646;795.646;74.744;146.967;17.092;172.731;17.54;583.257;2.716
Model_1248;1.19;0.76;0.90;0.97;1.48;0.88;1.56;0.84;0.56;2;2;2;1;1;1;2;1;1;;45.641;190.946;704.06;76.123;154.834;24.53;186.716;18.695;586.72;2.412
Model_1249;1.06;0.65;1.12;0.95;1.12;1.22;1.89;0.77;0.51;1;1;1;2;1;1;2;1;2;;47.788;127.529;523.62;76.644;237.195;17.599;141.94;18.999;550.137;2.069
Model_1250;0.62;0.95;1.53;0.80;1.82;1.00;1.28;0.82;0.84;1;2;1;1;1;2;2;2;1;;91.534;182.471;400.676;54.637;132.821;31.544;155.118;21.656;406.836;3.133
Model_1251;0.58;0.89;1.02;1.21;1.53;1.13;1.61;0.43;0.50;1;1;1;1;1;1;2;1;2;;109.829;179.514;648.608;71.297;155.457;16.772;169.618;27.916;662.646;2.815
Model_1252;0.80;0.68;1.53;1.26;1.57;0.90;1.33;0.83;0.77;2;1;2;2;1;2;1;1;2;;72.392;159.198;391.576;58.744;160.228;22.817;174.747;20.572;395.889;2.445
Model_1253;0.67;0.57;1.08;0.59;1.64;1.30;1.01;0.86;0.96;1;2;1;2;1;1;2;2;2;;81.814;163.544;474.737;44.653;118.51;26.972;128.186;18.104;436.558;2.115
Model_1254;1.06;0.64;0.81;0.54;1.24;1.62;1.30;0.42;0.95;2;2;2;1;1;2;1;2;1;;47.355;189.352;585.864;42.799;148.941;22.215;147.821;25.083;483.159;1.936
Model_1255;0.61;0.74;1.03;1.28;1.19;0.81;1.40;1.17;1.00;2;1;1;1;2;1;2;1;2;;78.461;181.353;490.565;49.263;201.983;20.662;148.38;15.028;461.942;2.242
Model_1256;1.05;0.77;1.40;0.92;1.28;0.87;1.88;0.72;0.59;1;1;2;1;1;2;1;2;1;;53;130.362;434.947;71.705;210.063;26.416;144.782;20.812;475.024;2.418
Model_1257;0.85;0.63;1.15;1.02;1.32;1.02;1.89;0.86;0.49;2;2;2;1;2;2;1;2;1;;66.14;119.642;518.043;75.508;181.22;19.536;134.021;17.812;559.174;2.042
Model_1258;0.55;0.96;1.44;0.62;1.69;1.10;1.46;1.19;0.95;2;1;2;2;1;2;2;2;1;;100.934;166.494;399.856;47.033;144.353;33.272;143.894;16.278;394.253;3.107
Model_1259;0.93;0.64;1.30;0.95;1.61;1.25;1.33;1.07;1.03;1;2;2;1;2;2;1;1;2;;64.708;150.552;391.43;48.425;143.939;24.921;127.439;16.028;395.396;2.213
Model_1260;0.90;0.95;1.02;0.64;1.70;1.38;1.24;0.53;0.87;1;1;2;1;1;2;1;1;1;;62.393;211.819;601.528;52.476;129.736;27.382;152.09;23.897;493.673;2.833
Model_1261;1.00;0.71;1.34;1.08;1.62;1.22;1.08;0.76;0.44;1;1;1;2;2;2;2;2;2;;55.42;212.133;523.218;78.151;148.344;17.734;212.011;21.931;730.232;2.438
Model_1262;0.45;1.01;1.26;1.20;1.55;1.02;1.37;0.88;0.44;1;2;2;1;1;1;2;2;1;;131.698;208.226;594.313;74.597;168.993;17.635;171.129;23.037;776.517;3.156
Model_1263;0.65;0.92;1.71;1.20;1.15;1.02;1.91;1.09;1.03;1;1;2;2;1;1;2;2;2;;85.393;148.486;337.406;50.129;285.594;23.626;149.122;17.42;362.569;2.784
Model_1264;0.69;0.83;0.84;0.52;1.65;0.91;1.90;0.85;0.82;1;2;2;2;1;1;2;2;1;;85.126;166.128;677.416;51.155;104.01;34.745;154.041;17.247;435.375;2.525
Model_1265;0.91;1.02;1.59;0.60;1.89;1.01;1.47;0.93;0.88;2;2;1;2;2;2;1;1;1;;66.303;170.408;389.888;50.921;130.635;36.074;147.156;19.14;387.43;3.098
Model_1266;0.57;0.88;1.59;1.24;1.70;1.24;1.51;0.56;0.94;2;2;2;2;2;2;1;2;2;;109.708;156.094;374.336;52.912;152.346;22.124;148.284;27.343;381.606;2.805
Model_1267;0.69;0.88;1.29;0.60;1.66;1.71;1.65;0.47;0.87;2;1;1;1;1;2;1;2;1;;85.794;155.183;432.282;47.432;138.424;21.867;149.422;25.748;383.981;2.727
Model_1268;0.87;0.71;1.52;0.53;1.28;0.86;1.71;0.64;0.94;2;2;2;2;1;1;1;2;1;;65.402;138.044;343.367;48.523;209.645;33.753;141.409;21.436;339.54;2.334
Model_1269;0.73;0.91;1.57;1.11;1.86;1.49;1.03;0.81;1.06;2;1;1;1;1;2;2;2;2;;79.984;164.134;368.91;50.084;134.989;22.707;120.751;22.928;419.269;2.863
Model_1270;0.97;0.94;1.24;1.24;1.48;1.43;1.42;0.55;1.03;1;1;1;2;2;1;1;1;1;;62.278;179.62;453.324;51.578;179.695;21.087;140.702;25.648;445.241;2.769
Model_1271;0.50;1.02;1.27;0.81;1.02;1.40;1.78;0.58;0.80;2;1;1;2;1;1;2;1;2;;112.919;176.557;488.458;54.51;292.81;23.111;166.312;23.926;423.666;3.015
Model_1272;0.61;0.76;0.99;1.11;1.89;0.95;1.62;0.84;0.52;2;2;1;2;2;2;2;2;2;;105.178;168.353;667.162;74.178;101.63;21.08;170.508;20.101;613.129;2.476
Model_1273;0.46;1.01;1.22;0.81;1.33;0.99;1.42;1.05;1.04;1;1;2;1;2;1;2;1;2;;108.025;182.423;456.883;47.614;193.239;29.308;136.517;18.193;440.557;2.983
Model_1274;0.71;0.83;1.03;1.10;1.40;1.25;1.45;0.61;0.78;2;2;2;2;2;2;1;1;1;;77.286;196.575;567.864;59.871;174.782;21.553;176.652;23.848;469.373;2.61
Model_1275;1.18;0.75;1.35;0.73;1.48;1.48;1.56;0.48;1.04;1;1;1;1;1;1;2;2;2;;51.343;145.818;383.578;44.284;167.223;24.863;133.986;26.006;379.63;2.278
Model_1276;0.52;0.71;1.61;0.65;1.52;1.27;1.14;0.53;0.53;1;1;2;1;2;2;2;2;2;;103.448;175.223;378.683;69.297;149.919;21.092;192.21;25.29;531.113;2.655
Model_1277;0.67;0.62;1.49;0.78;1.26;1.17;1.17;1.18;0.47;1;1;1;1;2;1;1;2;1;;76.928;174.128;414.509;79.78;199.499;19.422;203.172;13.944;604.803;2.476
Model_1278;0.42;0.60;1.04;1.26;1.43;0.95;1.20;0.73;0.56;1;2;2;2;2;1;1;1;1;;132.951;197.912;559.097;62.911;155.822;18.619;215.105;22.043;584.551;2.375
Model_1279;1.13;0.96;1.29;0.70;1.21;1.05;1.35;0.65;0.95;1;1;2;2;2;1;2;2;1;;51.463;191.859;449.203;51.008;239.286;31.013;153.563;22.301;449.709;2.811
Model_1280;0.81;1.00;1.01;0.78;1.49;1.28;1.68;0.88;0.68;2;2;2;1;2;1;1;1;1;;76.698;192.808;646.951;63.689;165.442;24.501;167.961;19.014;471.572;2.948
Model_1281;0.47;0.93;0.83;0.83;1.12;1.66;1.13;0.45;0.64;2;1;1;2;1;2;2;2;1;;107.244;279.996;781.93;64.938;226.508;16.328;193.13;25.778;589.457;2.961
Model_1282;0.61;0.79;0.98;1.25;1.54;1.66;1.20;0.98;0.49;2;2;2;1;1;1;2;2;2;;93.014;245.661;683.309;71.316;154.787;14.35;212.037;18.614;742.846;2.614
Model_1283;0.48;0.94;1.17;0.78;1.48;1.52;1.22;0.70;0.45;1;1;2;2;2;1;1;2;1;;119.208;227.998;591.363;78.959;169.543;20.213;177.414;23.808;748.014;3.17
Model_1284;0.62;0.95;0.94;1.07;1.72;1.53;1.57;0.71;0.71;1;1;2;1;1;1;1;2;2;;96.814;205.327;704.559;63.916;123.752;18.161;175.691;22.809;498.232;2.926
Model_1285;0.55;0.76;1.23;0.79;1.57;1.22;1.46;0.83;0.50;2;2;2;2;1;2;1;1;2;;105.699;167.025;506.605;75.991;141.363;19.783;169.129;19.769;603.219;2.599
Model_1286;0.64;0.55;1.08;0.76;1.80;1.06;1.20;0.82;0.67;1;2;2;2;2;2;2;1;1;;83.259;171.455;524.061;66.317;103.064;26.577;187.574;18.66;456.336;2.279
Model_1287;0.67;0.63;1.03;1.01;1.36;1.31;1.51;0.81;0.59;2;1;2;1;1;2;2;1;1;;81.26;165.234;551.965;69.097;168.958;17.945;182.607;18.883;511.756;2.148
Model_1288;0.93;0.62;1.64;0.91;1.81;1.22;1.59;0.77;0.79;2;1;2;2;1;1;1;1;2;;65.104;126.743;349.857;59.945;122.977;24.549;150.272;20.643;337.452;2.286
Model_1289;0.56;0.86;0.85;0.86;1.30;1.63;1.59;0.91;0.62;2;1;1;2;2;1;1;2;1;;101.893;202.726;745.469;68.254;176.816;16.296;182.588;18.192;518.677;2.762
Model_1290;1.16;0.82;1.40;1.06;1.67;0.89;1.38;1.04;0.94;1;1;1;2;2;2;1;2;1;;53.25;166.68;418.01;55.774;154.638;26.808;150.055;17.516;415.387;2.58
Model_1291;0.65;1.00;0.87;1.10;1.61;1.05;1.25;0.80;0.45;1;1;2;1;2;1;1;1;2;;97.605;272.013;895.555;80.752;147.436;18.453;203.384;22.387;856.434;3.025
Model_1292;1.00;0.79;1.22;1.09;1.12;1.37;1.01;0.75;0.51;1;2;2;2;1;2;2;2;2;;50.797;264.74;550.898;74.391;278.331;15.777;227.505;21.775;706.891;2.619
Model_1293;0.70;0.58;1.09;1.27;1.10;1.05;1.04;0.76;0.78;2;1;2;2;1;1;1;2;1;;72.132;197.797;479.359;55.316;242.72;19.962;185.309;20.88;496.257;2.095
Model_1294;0.72;0.76;1.16;0.74;1.42;1.68;1.02;0.75;0.53;1;1;1;2;2;2;1;2;1;;72.724;240.441;541.305;74.754;176.559;19.163;211.598;21.105;643.002;2.692
Model_1295;0.92;0.95;1.57;0.58;1.13;1.00;1.79;0.66;0.45;2;2;1;2;2;1;2;2;1;;72.386;131.515;412.39;76.047;273.77;25.916;132.719;22.034;631.58;2.752
Model_1296;0.73;0.73;0.84;0.67;1.57;1.63;1.05;0.92;0.67;1;2;2;2;2;2;2;2;1;;70.186;249.919;771.002;63.657;127.521;19.021;199.818;17.243;565.411;2.423
Model_1297;1.10;0.73;1.13;0.61;1.62;1.23;1.08;1.04;0.45;1;1;2;2;1;2;2;2;2;;50.315;230.155;586.967;83.584;140.168;21.871;210.91;16.72;743.937;2.605
Model_1298;0.89;1.05;1.01;0.54;1.53;0.84;1.82;0.57;0.96;2;1;1;1;1;1;2;1;1;;67.282;172.334;569.833;49.627;143.989;34.825;146.834;22;433.84;2.892
Model_1299;1.09;0.55;1.57;0.79;1.26;0.94;1.90;0.60;0.78;1;1;2;2;2;2;2;1;1;;47.494;119.816;339.019;58.717;209.792;28.467;135.174;22.02;310.455;2.004
Model_1300;0.46;0.88;1.18;0.55;1.52;1.58;1.48;1.06;0.47;2;1;1;2;2;2;1;1;1;;124.763;177.794;544.734;73.582;151.656;23.625;161.09;17.199;659.777;3.09
Model_1301;0.62;0.72;0.98;1.19;1.65;1.06;1.15;0.90;0.87;2;2;1;1;2;2;1;1;1;;85.957;201.454;605.616;55.471;125.682;22.701;159.191;19.125;501.72;2.319
Model_1302;0.67;0.74;0.94;1.23;1.42;1.19;1.03;1.14;0.81;2;2;2;1;1;2;2;2;1;;72.151;229.426;636.031;58.113;163.794;21.241;172.95;15.623;548.929;2.372
Model_1303;0.97;0.59;1.03;1.10;1.90;1.34;1.38;0.86;0.85;1;2;1;2;1;1;2;2;1;;59.185;168.397;566.514;57.568;99.392;21.43;162.512;18.761;437.883;2.015
Model_1304;0.60;0.80;1.14;1.00;1.44;1.43;1.20;1.05;0.47;2;2;1;2;1;1;1;1;1;;93.726;227.435;588.35;77.84;175.256;16.863;198.473;17.428;723.522;2.679
Model_1305;0.75;1.03;1.13;0.72;1.50;0.99;1.13;0.73;0.66;1;1;2;2;1;1;1;1;2;;76.419;250.426;570.58;65.627;177.259;31.006;169.274;21.699;537.922;3.164
Model_1306;0.83;0.86;0.96;0.72;1.88;0.93;1.47;0.51;1.01;1;2;2;1;1;1;2;2;1;;68.296;179.841;602.828;48.322;95.313;30.139;140.8;24.56;455.068;2.542
Model_1307;0.42;0.79;1.07;1.07;1.18;1.39;1.49;0.47;0.63;2;1;1;1;1;2;1;2;2;;127.201;187.884;540.619;63.875;218.988;16.806;186.187;27.372;502.249;2.606
Model_1308;0.65;0.76;1.34;0.64;1.80;1.07;1.32;0.56;0.90;2;1;2;1;1;1;2;2;1;;85.978;156.887;402.213;47.95;119.375;31.259;146.66;25.116;392.516;2.616
Model_1309;0.59;0.95;1.35;0.96;1.37;1.44;1.36;1.02;1.03;1;2;2;1;1;2;2;1;1;;89.824;179.595;411.771;48.532;197.26;23.831;139.878;18.664;429.579;2.887
Model_1310;1.09;0.64;0.89;0.90;1.77;1.60;1.67;0.67;0.93;2;2;1;1;1;1;1;2;1;;50.612;167.151;617.399;52.365;96.268;20.98;149.596;21.078;430.75;1.998
Model_1311;1.15;0.56;0.86;1.00;1.05;0.95;1.63;0.92;0.61;1;1;2;1;1;2;1;1;2;;37.842;171.178;642.567;69.203;231.741;22.893;180.753;15.624;488.662;1.859
Model_1312;0.86;0.97;1.70;1.13;1.71;0.94;1.73;0.82;0.90;2;2;1;1;1;1;1;2;1;;70.691;151.383;368.134;56.172;161.936;26.547;149.923;21.606;364.493;2.922
Model_1313;0.45;0.81;1.49;0.59;1.56;1.59;1.27;0.88;0.57;2;2;1;1;2;2;2;1;2;;117.929;183.733;412.516;64.645;147.363;20.625;181.944;19.357;524.365;2.996
Model_1314;0.87;0.72;0.84;1.19;1.88;1.23;1.14;0.95;0.88;2;1;2;2;1;2;2;1;1;;63.68;217.875;752.615;57.044;91.316;21.954;167.364;17.611;552.486;2.204
Model_1315;1.07;0.75;0.82;0.74;1.02;1.40;1.90;1.10;0.98;1;1;2;1;2;2;1;1;1;;45.985;171.308;579.032;46.972;199.136;24.833;149.436;13.59;437.272;2.097
Model_1316;0.47;0.95;1.49;1.12;1.09;1.07;1.03;0.63;0.92;2;2;2;1;2;2;2;1;2;;103.883;212.261;390.755;53.054;301.458;24;151.471;25.299;473.202;2.96
Model_1317;0.42;0.56;0.81;0.98;1.83;1.29;1.49;0.89;0.53;2;2;1;1;1;1;1;1;1;;150.585;177.819;799.512;73.153;86.368;16.919;187.361;17.295;578.678;2.142
Model_1318;0.91;0.62;0.84;0.63;1.14;0.87;1.77;0.64;0.69;2;1;2;2;1;2;1;2;2;;54.141;160.234;622.939;60.25;185.87;30.934;160.285;19.508;425.617;1.967
Model_1319;1.04;0.98;1.18;1.25;1.14;1.60;1.33;1.15;0.53;1;2;2;1;2;1;2;2;1;;52.617;244.549;611.311;73.655;292.046;14.951;194.11;17.166;698.424;2.957
Model_1320;1.05;0.97;1.07;0.57;1.59;0.94;1.28;0.71;0.85;1;1;2;2;2;1;2;1;1;;54.757;210.39;556.301;53.597;151.204;35.351;156.449;20.864;482.838;2.871
Model_1321;0.69;0.55;1.59;0.89;1.34;1.69;1.01;1.17;0.67;1;2;1;1;2;1;1;2;1;;78.372;169.331;364.436;65.208;194.63;15.827;195.097;13.991;443.435;2.475
Model_1322;0.69;0.94;1.40;0.81;1.47;1.65;1.62;0.77;0.90;1;2;2;1;1;2;2;1;1;;83.94;165.213;416.931;51.263;178.962;21.835;154.478;21.504;393.532;2.869
Model_1323;1.06;0.70;1.30;1.19;1.55;1.30;1.90;1.15;0.72;1;2;1;1;1;1;2;1;1;;53.871;135.546;463.746;63.614;157.625;20.157;150.313;14.691;390.578;2.251
Model_1324;0.49;0.68;1.16;1.01;1.76;1.67;1.25;0.84;0.91;2;2;2;2;2;1;2;1;2;;118.382;167.324;473.85;53.055;116.687;18.568;148.176;20.619;430.278;2.426
Model_1325;1.05;0.59;1.17;1.12;1.19;1.32;1.61;0.70;1.01;2;2;1;2;1;2;1;1;1;;50.756;155.517;414.879;48.549;207.316;21.273;139.394;21.286;386.998;1.916
Model_1326;0.81;0.79;1.38;0.73;1.39;1.25;1.56;0.94;0.97;2;2;1;1;1;1;2;1;2;;69.921;154.301;387.918;46.83;183.302;27.806;145.388;17.773;384.867;2.468
Model_1327;0.82;0.56;1.36;0.72;1.69;1.58;1.73;1.15;0.59;1;2;2;2;1;2;1;2;1;;68.01;120.587;419.087;73.939;117.416;17.799;142.298;13.394;440.377;2.21
Model_1328;1.17;1.02;1.03;0.63;1.74;1.57;1.38;0.58;0.51;1;2;2;1;1;2;2;1;2;;54.977;228.723;680.637;75.735;136.2;21.842;181.124;23.709;699.29;2.887
Model_1329;0.92;1.03;1.29;0.64;1.38;1.15;1.76;0.90;0.56;2;1;2;1;1;2;2;2;2;;72.375;162.153;514.55;69.608;202.309;26.399;153.224;19.11;561.425;2.93
