;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1121;0.69;0.65;1.49;0.50;1.46;1.24;1.61;0.48;0.63;2;2;1;2;2;2;1;2;1;;81.722;130.664;365.496;59.687;154.281;25.94;153.335;24.481;410.216;2.337
Model_1122;0.61;0.70;1.52;0.58;1.32;0.89;1.73;0.69;0.48;1;1;1;2;1;1;2;2;2;;96.693;115.565;376.579;73.239;180.708;28.846;131.841;20.427;526.631;2.443
Model_1123;0.37;0.56;1.69;0.49;1.22;1.17;1.67;0.48;0.56;2;2;1;1;1;2;1;2;1;;138.624;113.142;297.594;62.454;198.425;24.607;137.253;23.829;406.113;2.468
Model_1124;0.77;0.52;1.51;0.83;1.12;0.78;1.74;0.41;0.56;2;1;1;2;2;1;2;1;2;;65.706;114.783;348.351;70.989;229.835;25.796;139.682;26.127;434.188;2.014
Model_1125;0.68;0.60;1.26;0.41;1.33;0.93;1.62;0.61;0.71;2;1;2;1;2;1;1;1;1;;78.688;136.617;403.735;56.053;165.953;35.209;152.245;20.642;363.727;2.236
Model_1126;0.63;0.49;1.81;0.81;1.34;0.97;1.46;0.57;0.70;1;1;2;1;2;2;1;1;2;;84.893;121.911;291.153;60.291;189.493;26.283;156.442;23.285;349.145;2.218
Model_1127;0.30;0.65;1.59;0.83;1.00;1.24;1.49;0.66;0.80;2;2;1;2;1;1;2;1;1;;157.641;155.969;326.342;53.996;293.756;22.637;172.58;22.558;363.579;2.48
Model_1128;0.55;0.61;1.47;0.39;1.22;0.83;1.52;0.59;0.52;2;1;1;1;2;2;1;2;2;;98.612;130.679;358.377;61.373;192.22;35.66;154.338;20.755;481.205;2.427
Model_1129;0.45;0.47;1.65;0.76;1.04;0.97;1.88;0.45;0.89;2;1;1;1;1;1;2;2;2;;114.152;126.247;288.43;46.467;253.809;26.158;126.443;25.606;282.244;1.94
Model_1130;0.67;0.57;1.40;0.55;1.36;1.11;1.72;0.69;0.62;2;2;2;1;2;2;1;2;1;;80.994;122.113;377.06;63.38;163.025;27.597;142.118;19.488;400.288;2.236
Model_1131;0.68;0.72;1.74;0.58;1.40;0.67;1.98;0.67;0.60;1;1;1;1;1;1;1;1;2;;87.8;105.609;317.124;62.741;181.993;36.696;122.337;20.482;400.197;2.476
Model_1132;0.77;0.58;1.71;0.37;1.16;1.02;1.66;0.68;0.62;1;1;1;1;2;1;1;2;1;;68.125;121.275;300.075;59.234;230.483;32.505;146.604;18.815;383.537;2.277
Model_1133;0.33;0.60;1.53;0.69;1.48;1.03;1.73;0.56;0.75;2;1;1;2;1;2;1;1;1;;165.898;121.448;338.09;55.381;150.439;28.253;140.826;24.543;326.277;2.536
Model_1134;0.65;0.75;1.26;0.58;1.15;1.00;2.04;0.34;0.49;1;1;1;1;2;1;1;1;1;;95.575;107.443;444.613;70.268;216.574;25.816;118.744;26.102;525.014;2.377
Model_1135;0.37;0.64;1.81;0.42;1.31;0.74;1.55;0.66;0.77;1;2;1;1;1;2;1;2;1;;134.65;131.151;280.922;60.525;200.049;38.901;151.444;20.876;316.782;2.626
Model_1136;0.55;0.46;1.81;0.61;1.28;0.77;1.74;0.61;0.56;1;1;1;2;1;2;2;1;1;;94.736;99.633;275.63;70.035;184.299;31.19;123.105;20.36;377.181;2.169
Model_1137;0.31;0.60;1.42;0.62;1.40;0.99;1.94;0.71;0.80;1;1;2;1;2;1;2;2;1;;168.116;118.077;355.115;50.462;157.154;30.37;127.962;20.73;296.093;2.483
Model_1138;0.62;0.59;1.54;0.57;1.29;1.15;1.76;0.35;0.67;2;2;1;1;1;1;1;1;2;;88.399;119.368;334.036;57.853;187.545;26.732;140.568;27.158;362.446;2.224
Model_1139;0.64;0.65;1.59;0.51;1.25;1.00;1.88;0.40;0.85;2;1;2;2;1;2;1;2;1;;85.665;122.353;319.845;48.83;209.266;32.536;134.72;26.137;303.864;2.253
Model_1140;0.51;0.69;1.40;0.59;1.44;1.12;1.84;0.60;0.77;1;1;1;1;1;1;1;2;2;;109.102;126.657;376.721;51.791;157.434;29.554;139.681;22.688;327.99;2.436
Model_1141;0.63;0.71;1.73;0.45;0.95;0.73;1.54;0.31;0.58;1;2;2;1;2;2;2;2;2;;87.87;146.398;303.84;56.835;323.544;37.691;169.872;25.733;445.827;2.409
Model_1142;0.60;0.59;1.59;0.81;1.37;1.20;1.55;0.57;0.64;1;1;1;2;1;1;2;2;2;;90.402;129.156;344.256;65.492;177.858;22.226;161.077;23.613;406.195;2.324
Model_1143;0.70;0.69;1.73;0.75;1.01;0.94;1.96;0.31;0.89;2;1;2;1;1;1;2;1;1;;74.552;130.343;298.075;48.982;299.692;28.482;142.703;27.505;313.788;2.156
Model_1144;0.63;0.51;1.46;0.56;1.33;1.19;1.63;0.72;0.67;2;2;2;1;2;1;2;2;1;;82.67;123.718;350.541;60.042;170.134;26.213;146.961;18.767;365.041;2.195
Model_1145;0.37;0.53;1.32;0.42;1.01;0.71;1.57;0.60;0.53;2;1;1;2;2;1;2;2;2;;130.808;129.984;367.684;62.798;234.008;36.66;151.559;19.406;458.989;2.358
Model_1146;0.31;0.52;1.48;0.78;1.18;1.02;1.84;0.67;0.82;2;1;1;2;2;1;2;2;1;;170.799;124.551;331.905;51.859;206.548;26.009;133.025;21.157;296.626;2.297
Model_1147;0.61;0.66;1.49;0.45;1.26;0.99;1.75;0.49;0.78;1;2;2;2;1;2;2;2;1;;89.508;130.268;344.549;54.206;199.791;33.866;145.459;23.691;322.042;2.33
Model_1148;0.72;0.57;1.42;0.69;1.03;1.22;2.02;0.41;0.63;2;1;1;1;2;2;2;2;1;;71.731;114.346;359.348;64.584;256.777;22.615;125.289;25.279;374.857;1.978
Model_1149;0.65;0.73;1.72;0.39;1.32;1.22;1.64;0.33;0.60;2;2;1;2;2;1;2;1;1;;90.973;128.637;317.376;58.773;197.105;27.029;150.374;26.287;417.345;2.542
Model_1150;0.34;0.60;1.84;0.45;1.47;0.77;1.46;0.36;0.71;1;2;1;1;1;1;1;1;2;;150.656;124.926;276.205;56.003;160.105;37.22;153.072;28.355;337.725;2.642
Model_1151;0.31;0.72;1.48;0.57;1.36;1.03;1.69;0.41;0.54;1;1;2;1;2;1;1;1;1;;161.98;125.585;372.689;63.823;168.341;26.993;141.776;27.243;471.539;2.725
Model_1152;0.39;0.60;1.75;0.53;1.39;0.84;1.69;0.70;0.49;2;1;1;2;2;1;1;1;1;;135.787;103.451;305.549;70.663;161.409;31.026;124.887;19.815;455.2;2.543
Model_1153;0.74;0.70;1.58;0.51;1.45;0.71;1.85;0.38;0.76;2;2;2;1;1;2;2;1;1;;78.382;121.001;338.344;50.119;168.124;37.583;138.352;25.96;323.099;2.401
Model_1154;0.41;0.75;1.40;0.65;1.11;0.95;1.57;0.36;0.79;2;2;1;2;2;1;1;2;2;;125.278;156.776;373.858;50.781;244.113;30.326;164.252;27.617;374.798;2.554
Model_1155;0.35;0.62;1.59;0.63;1.39;0.65;1.93;0.69;0.61;2;1;2;2;2;1;1;1;2;;149.743;106.435;329.122;63.124;164.748;34.111;122.32;20.485;381.715;2.523
Model_1156;0.60;0.66;1.53;0.45;1.38;0.80;1.89;0.31;0.53;2;2;1;2;2;1;1;2;2;;98.833;103.977;347.198;62.481;161.805;35.191;119.249;27.26;445.132;2.31
Model_1157;0.42;0.70;1.55;0.59;0.93;0.71;1.57;0.41;0.82;2;1;1;1;2;2;1;1;1;;117.311;155.217;325.069;47.558;316.204;33.078;167.204;25.839;362.546;2.373
Model_1158;0.52;0.52;1.44;0.71;0.94;1.06;1.68;0.38;0.61;1;2;2;1;2;2;1;2;2;;94.317;130.706;344.789;64.348;285.509;23.865;152.092;26.276;404.664;2.043
Model_1159;0.40;0.70;1.74;0.56;1.05;1.20;2.03;0.52;0.63;2;1;1;1;1;2;2;1;1;;134.872;111.724;293.38;58.124;275.849;25.499;126.554;23.108;371.513;2.462
Model_1160;0.54;0.74;1.68;0.47;0.99;1.07;1.60;0.30;0.70;2;2;1;2;1;1;2;2;1;;101.509;150.06;309.47;50.837;307.415;30.781;169.675;26.484;376.581;2.477
Model_1161;0.36;0.65;1.84;0.59;1.19;0.65;1.47;0.48;0.69;1;2;2;1;1;1;1;1;2;;138.764;138.572;283.888;54.484;234.68;35.001;165.101;24.967;365.254;2.598
Model_1162;0.51;0.71;1.80;0.66;1.00;1.23;1.47;0.30;0.67;1;1;1;1;1;1;1;1;1;;104.912;153.811;297.124;58.366;313.516;23.97;179.704;27.86;399.697;2.463
Model_1163;0.60;0.66;1.82;0.84;0.97;0.91;1.82;0.68;0.66;2;2;1;1;2;2;2;1;1;;88.611;129.589;291.081;63.476;325.69;26.755;151.887;20.389;378.126;2.233
Model_1164;0.61;0.52;1.50;0.57;1.35;0.94;1.47;0.32;0.49;1;2;2;1;1;2;1;1;1;;87.487;118.326;354.33;74.215;156.105;26.382;151.538;28.634;486.342;2.244
Model_1165;0.37;0.63;1.74;0.48;0.95;0.75;1.48;0.31;0.57;2;2;2;1;1;2;2;2;1;;135.696;140.862;289.285;58.541;304.32;35.366;170.118;27.064;431.25;2.459
Model_1166;0.49;0.70;1.78;0.41;1.11;0.81;1.80;0.67;0.81;2;2;1;1;2;1;2;2;1;;108.688;130.649;284.036;59.476;261.935;37.388;146.027;19.925;309.78;2.47
Model_1167;0.65;0.57;1.70;0.68;1.35;1.06;1.71;0.72;0.79;2;1;2;1;1;2;1;1;1;;82.727;121.717;307.957;54.338;190.619;28.992;141.745;19.838;307.096;2.27
Model_1168;0.74;0.62;1.26;0.80;1.16;1.15;1.49;0.39;0.81;2;1;2;2;2;2;1;1;1;;71.501;153.683;408.686;54.992;216.281;25.184;163.958;27.357;383.597;2.107
Model_1169;0.59;0.72;1.67;0.64;1.27;1.19;2.05;0.60;0.60;2;1;1;2;1;1;2;2;1;;100.579;105.222;327.357;64.773;210.361;24.523;120.687;22.098;400.74;2.442
Model_1170;0.73;0.53;1.45;0.67;1.25;1.14;1.98;0.34;0.48;1;2;2;1;2;2;1;1;1;;75.062;93.321;363.257;77.194;179.568;20.126;106.447;27.514;468.302;2.039
Model_1171;0.41;0.70;1.85;0.56;1.38;1.06;1.94;0.66;0.68;1;2;2;2;1;2;1;1;2;;132.434;110.433;286.348;55.679;189.194;30.383;128.433;21.322;343.133;2.584
Model_1172;0.54;0.64;1.74;0.45;1.43;0.99;1.81;0.51;0.63;1;1;2;1;2;2;2;1;1;;104.433;108.927;301.677;55.971;166.266;32.891;131.556;23.378;367.242;2.425
Model_1173;0.65;0.51;1.69;0.73;0.92;1.11;1.78;0.32;0.65;1;2;1;1;2;2;2;2;1;;73.3;124.065;290.785;62.316;312.576;23.492;144.329;27.897;360.216;1.929
Model_1174;0.33;0.44;1.55;0.46;1.04;0.85;1.86;0.53;0.76;2;1;2;2;2;2;2;1;1;;147.635;120.308;294.361;50.74;233.504;33.069;123.45;21.314;282.483;2.078
Model_1175;0.42;0.44;1.40;0.44;1.26;0.97;1.72;0.70;0.64;2;2;1;2;1;2;1;2;1;;119.857;117.339;338.641;57.713;166.004;31.689;130.181;17.689;352.243;2.142
Model_1176;0.70;0.56;1.38;0.79;1.33;1.05;1.79;0.61;0.62;2;1;1;2;1;1;1;2;2;;77.114;119.504;387.936;67.911;170.736;24.536;139.481;21.753;406.052;2.131
Model_1177;0.56;0.57;1.55;0.80;0.93;0.78;2.05;0.69;0.83;1;1;1;1;1;2;2;2;2;;86.526;129.786;320.116;52.172;301.955;27.883;132.86;19.454;303.284;1.931
Model_1178;0.65;0.45;1.25;0.74;1.03;0.91;1.83;0.57;0.80;1;1;2;2;2;1;2;2;2;;73.51;134.588;379.065;52.925;227.806;27.278;133.317;21.326;312.196;1.739
Model_1179;0.55;0.45;1.25;0.75;1.25;0.82;1.87;0.49;0.63;1;2;2;2;2;1;1;1;2;;94.534;116.908;394.382;65.043;164.829;27.446;124.654;23.486;369.683;1.927
Model_1180;0.76;0.62;1.77;0.60;1.40;0.85;2.02;0.58;0.58;1;1;1;1;1;1;1;1;2;;75.36;95.736;302.321;66.739;174.956;31.908;112.431;21.815;389.976;2.244
Model_1181;0.44;0.71;1.36;0.46;1.30;1.18;1.64;0.47;0.77;1;2;2;1;1;1;1;1;1;;119.98;143.204;381.03;54.182;182.696;29.671;153.61;24.792;349.562;2.533
Model_1182;0.72;0.57;1.64;0.50;1.42;0.87;1.78;0.72;0.75;1;2;1;2;1;2;2;2;1;;75.373;117.112;314.407;52.69;168.246;35.355;135.86;19.075;314.963;2.264
Model_1183;0.77;0.76;1.53;0.83;1.14;0.84;1.86;0.74;0.55;1;1;1;2;1;1;1;2;1;;75.83;125.139;383.228;72.703;254.216;27.039;139.794;20.169;489.04;2.428
Model_1184;0.31;0.59;1.71;0.65;1.33;0.96;2.04;0.41;0.63;1;1;2;2;1;2;1;2;1;;173.043;98.853;295.344;61.067;179.51;28.236;113.145;27.378;347.451;2.507
Model_1185;0.45;0.63;1.38;0.52;1.10;0.79;1.72;0.44;0.52;2;1;2;1;1;1;1;2;2;;120.409;122.183;377.148;65.805;223.183;32.63;138.765;24.29;477.585;2.365
Model_1186;0.76;0.45;1.58;0.41;1.29;1.18;1.80;0.34;0.86;1;1;2;2;2;2;1;1;2;;70.279;116.261;299.397;52.783;181.593;28.927;120.943;28.364;275.381;1.912
Model_1187;0.63;0.49;1.60;0.43;1.14;0.85;1.47;0.67;0.87;2;2;2;2;1;2;2;1;2;;82.278;134.603;298.678;53.642;227.152;33.824;142.495;19.285;320.471;2.081
Model_1188;0.74;0.50;1.52;0.41;1.01;0.80;1.77;0.47;0.81;2;1;1;2;2;1;1;1;1;;67.338;129.294;311.163;53.769;259.722;34.757;136.675;22.777;300.013;1.922
Model_1189;0.50;0.56;1.55;0.71;1.11;0.83;1.92;0.52;0.89;2;1;2;2;2;1;1;1;2;;102.04;125.064;316.982;47.582;236.594;28.913;129.289;23.759;297.403;2.086
Model_1190;0.45;0.74;1.75;0.72;1.13;0.72;1.84;0.40;0.63;1;2;2;1;2;2;2;2;1;;124.372;123.221;308.723;61.84;259.323;31.731;143.071;26.524;394.663;2.546
Model_1191;0.43;0.73;1.34;0.46;1.16;1.07;1.70;0.37;0.69;1;2;1;1;2;2;1;1;1;;123.707;143.308;388.823;52.155;215.593;31.143;155.203;25.997;380.798;2.54
Model_1192;0.43;0.52;1.84;0.79;0.97;1.10;1.56;0.72;0.73;1;1;2;1;1;2;1;2;1;;112.156;135.932;273.976;57.303;304.539;24.398;161.798;19.308;335.822;2.211
Model_1193;0.47;0.48;1.71;0.81;1.02;0.75;1.60;0.53;0.90;1;1;2;1;2;2;2;2;1;;105.458;135.148;284.461;47.319;272.554;26.565;141.913;23.948;309.345;2.009
Model_1194;0.42;0.51;1.36;0.72;1.21;1.23;1.71;0.65;0.79;1;1;1;2;1;2;1;1;2;;125.245;130.233;359.828;53.366;190.711;24.218;140.589;20.885;318.974;2.165
Model_1195;0.74;0.56;1.49;0.77;1.01;0.89;2.02;0.60;0.88;1;1;1;1;1;1;2;2;1;;67.8;129.499;334.433;50.014;269.778;27.898;130.962;21.441;302.599;1.874
Model_1196;0.51;0.74;1.36;0.48;1.12;1.00;1.79;0.37;0.74;2;1;2;2;1;2;2;1;2;;107.828;138.519;381.863;50.575;232.055;32.838;151.367;25.69;350.148;2.456
Model_1197;0.50;0.68;1.35;0.52;1.35;1.22;1.93;0.67;0.88;1;2;2;1;1;1;2;2;2;;107.857;127.311;374.115;48.925;169.468;29.032;132.298;20.923;319.947;2.346
Model_1198;0.37;0.45;1.63;0.68;1.34;1.22;1.62;0.45;0.82;2;2;2;1;1;1;2;1;1;;153.326;120.2;297.31;49.497;172.704;24.272;134.701;26.623;287.694;2.182
Model_1199;0.54;0.50;1.30;0.59;0.94;0.73;1.61;0.36;0.76;1;1;1;1;1;1;2;2;2;;85.956;141.777;360.493;51.213;264.594;31.094;154.259;26.522;338.966;1.916
Model_1200;0.39;0.54;1.64;0.52;1.06;1.10;1.92;0.63;0.48;1;2;1;2;2;1;2;2;1;;132.51;96.242;301.264;71.852;238.227;23.102;106.929;19.498;444.931;2.342
Model_1201;0.39;0.56;1.42;0.40;1.17;1.02;1.63;0.49;0.52;2;2;1;2;2;2;1;1;1;;131.107;120.273;352.112;62.579;192.788;28.659;139.944;22.496;454.674;2.427
Model_1202;0.53;0.50;1.31;0.44;1.16;1.03;1.53;0.70;0.70;2;1;1;1;2;1;1;2;2;;93.398;135.933;367.958;52.263;195.563;31.204;154.133;18.284;360.048;2.166
Model_1203;0.56;0.73;1.52;0.70;0.98;1.12;1.48;0.50;0.80;2;2;1;2;2;1;2;1;2;;91.442;165.791;347.717;52.625;308.774;27.115;176.164;24.434;387.264;2.4
Model_1204;0.64;0.71;1.35;0.75;1.27;0.89;1.58;0.34;0.80;1;2;2;2;2;2;2;1;1;;85.223;149.972;395.863;54.374;197.593;29.725;161.034;27.746;368.873;2.374
Model_1205;0.46;0.75;1.66;0.37;1.42;0.92;1.83;0.30;0.59;2;2;2;2;1;1;1;1;2;;125.152;115.263;322.935;64.227;167.499;35.755;130.774;27.108;409.975;2.684
Model_1206;0.75;0.75;1.76;0.83;1.33;1.12;1.50;0.49;0.78;2;2;2;2;2;1;1;1;1;;74.316;149.205;325.559;57.735;220.25;26.454;166.077;25.591;354.666;2.543
Model_1207;0.64;0.48;1.46;0.80;0.96;0.67;1.66;0.54;0.86;1;1;1;1;2;1;2;1;1;;75.949;141.151;330.331;50.001;279.018;26.398;145.806;22.713;324.436;1.824
Model_1208;0.63;0.73;1.27;0.79;1.43;0.98;1.54;0.50;0.62;2;1;1;1;2;1;2;1;2;;91.026;154.82;452.698;66.296;164.13;26.686;170.227;25.061;468.158;2.468
Model_1209;0.41;0.60;1.64;0.66;1.13;0.95;2.04;0.40;0.56;1;2;1;1;1;1;1;2;2;;132.063;100.278;307.98;66.032;228.974;26.6;111.648;26.079;401.345;2.322
Model_1210;0.57;0.43;1.68;0.56;1.43;1.06;1.58;0.62;0.52;2;2;1;2;2;2;1;2;1;;90.402;102.016;302.409;74.484;142.692;24.571;131.627;20.421;414.888;2.134
Model_1211;0.32;0.54;1.25;0.72;1.28;0.94;1.60;0.69;0.61;1;1;1;2;2;2;2;1;2;;159.254;132.406;408.752;65.361;163.436;26.698;154.874;20.308;422.165;2.408
Model_1212;0.41;0.70;1.41;0.84;1.48;0.82;1.76;0.40;0.79;2;2;2;2;2;2;2;1;2;;141.136;131.708;381.096;55.134;153.887;28.678;146.352;28.444;336.312;2.496
Model_1213;0.74;0.70;1.53;0.64;1.37;1.05;1.56;0.64;0.87;2;1;2;1;2;1;1;2;1;;75.302;141.534;350.894;49.104;190.231;30.744;150.927;22.275;350.957;2.426
Model_1214;0.59;0.45;1.30;0.44;0.95;0.99;1.57;0.46;0.68;1;1;2;1;1;1;2;1;2;;77.89;137.127;357.085;53.109;254.905;30.479;153.696;22.54;358.745;1.898
Model_1215;0.34;0.69;1.68;0.68;1.11;1.07;1.59;0.66;0.65;2;1;2;2;1;2;1;1;1;;146.632;140.961;319.976;60.818;258.706;26.739;164.741;21.762;400.831;2.588
Model_1216;0.47;0.51;1.54;0.43;1.45;0.99;1.93;0.70;0.50;1;2;2;2;2;2;2;2;1;;114.705;91.747;327.639;69.361;135.203;28.784;103.969;18.474;423.373;2.309
Model_1217;0.68;0.44;1.57;0.42;0.97;1.23;1.97;0.38;0.62;2;1;2;2;1;2;1;1;1;;69.668;110.431;295.369;58.882;263.707;24.569;113.851;24.494;339.673;1.856
Model_1218;0.68;0.54;1.32;0.68;1.00;0.88;1.58;0.64;0.56;2;1;2;1;2;2;1;1;2;;72.164;136.973;394.417;70.567;258.991;27.61;161.924;19.877;466.44;2.086
Model_1219;0.76;0.59;1.42;0.71;1.29;0.83;2.01;0.70;0.62;2;2;2;1;2;1;2;1;2;;72.298;110.064;376.692;66.972;183.828;29.925;122.382;19.282;387.872;2.111
Model_1220;0.69;0.48;1.45;0.44;1.20;0.75;1.81;0.63;0.75;1;2;1;1;2;2;1;2;2;;73.348;121.199;330.999;51.992;194.958;36.23;129.259;19.372;305.758;2.02
Model_1221;0.61;0.56;1.75;0.84;0.92;0.71;1.47;0.62;0.53;2;1;1;1;2;1;2;2;2;;80.739;136.677;305.297;71.351;330.681;26.093;173.895;21.169;474.624;2.159
Model_1222;0.41;0.74;1.48;0.69;1.23;0.80;2.02;0.40;0.81;2;2;1;2;1;2;2;1;2;;131.987;124.068;352.82;50.819;210.313;31.667;134.82;26.836;317.715;2.499
Model_1223;0.46;0.62;1.45;0.53;1.05;0.75;1.93;0.46;0.90;1;1;2;1;1;1;1;2;2;;109.039;129.433;332.667;46.656;245.656;32.559;132.306;24.538;310.345;2.128
Model_1224;0.63;0.51;1.43;0.64;0.98;0.71;1.78;0.66;0.76;1;1;2;1;1;1;1;2;2;;74.91;133.467;341.285;53.918;268.947;31.071;142.821;19.173;318.725;1.947
Model_1225;0.49;0.50;1.39;0.54;1.21;1.22;1.52;0.61;0.73;1;2;2;1;1;2;1;1;2;;102.095;134.453;352.061;53.191;191.278;26.157;153.078;20.874;344.877;2.196
Model_1226;0.53;0.58;1.52;0.69;0.96;0.77;1.61;0.35;0.51;2;1;1;2;2;2;2;1;1;;99.035;125.72;341.526;72.442;287.997;27.837;152.176;26.862;483.649;2.188
Model_1227;0.41;0.62;1.54;0.60;1.07;1.07;1.55;0.52;0.78;1;1;1;2;2;1;2;2;2;;120.715;142.38;326.218;50.905;255.344;28.578;161.263;24.044;343.688;2.366
Model_1228;0.74;0.62;1.59;0.76;1.42;0.93;1.97;0.72;0.56;2;1;2;1;1;2;1;1;1;;77.699;101.197;351.468;72.23;165.8;26.813;118.931;19.748;426.761;2.214
Model_1229;0.43;0.74;1.50;0.76;1.39;1.24;1.62;0.40;0.71;2;2;1;2;1;1;1;2;2;;128.151;142.95;369.281;58.474;178.678;23.786;159.398;28.053;383.472;2.619
Model_1230;0.59;0.77;1.48;0.35;1.24;1.16;1.61;0.47;0.69;1;1;1;2;1;1;1;1;2;;96.365;146.898;362.889;64.939;211.17;30.976;159.9;23.616;390.309;2.633
Model_1231;0.44;0.74;1.44;0.68;0.91;1.00;1.70;0.37;0.55;1;1;2;1;1;1;1;2;2;;123.736;143.366;375.703;66.345;328.328;25.407;158.411;26.433;492.653;2.465
Model_1232;0.37;0.44;1.51;0.73;1.40;0.99;2.03;0.43;0.57;1;1;2;2;1;1;2;2;1;;153.584;93.697;325.404;67.934;143.226;23.965;102.437;26.305;367.128;2.122
Model_1233;0.39;0.66;1.57;0.54;0.94;1.14;1.47;0.41;0.74;2;1;1;1;1;1;2;2;2;;124.578;155.902;320.119;50.276;309.825;27.703;176.585;25.963;364.651;2.366
Model_1234;0.51;0.66;1.42;0.44;1.24;0.80;1.80;0.58;0.84;2;2;2;2;2;1;1;1;1;;104.407;131.211;352.668;56.018;197.477;36.081;139.285;21.755;321.364;2.336
Model_1235;0.71;0.50;1.45;0.35;1.42;0.76;1.88;0.70;0.73;2;2;1;1;1;2;1;2;1;;74.783;113.596;337.294;60.723;148.615;39.148;122.33;18.197;307.52;2.131
Model_1236;0.69;0.56;1.35;0.74;1.07;1.20;1.99;0.65;0.80;1;1;1;2;2;1;2;2;1;;72.037;127.582;372.186;54.748;237.895;25.108;132.551;20.325;311.853;1.935
Model_1237;0.64;0.71;1.34;0.71;1.46;0.97;2.03;0.35;0.66;2;2;1;1;1;1;1;2;2;;93.679;115.53;409.448;61.672;150.896;28.708;127.49;27.215;380.614;2.332
Model_1238;0.63;0.45;1.32;0.55;1.28;1.03;1.80;0.41;0.84;1;1;1;1;2;2;1;2;2;;81.739;123.879;352.657;46.421;165.069;29.653;124.186;26.248;295.146;1.867
Model_1239;0.56;0.75;1.50;0.82;1.23;1.17;2.03;0.74;0.77;1;1;2;1;1;1;1;2;1;;101.246;125.172;367.76;57.151;222.195;25.634;137.593;20.558;328.599;2.461
Model_1240;0.35;0.55;1.53;0.55;1.39;1.20;1.80;0.51;0.70;2;1;1;1;2;1;1;2;1;;153.251;113.945;326.054;54.788;158.462;26.1;131.9;24.405;331.121;2.432
Model_1241;0.68;0.49;1.44;0.81;0.92;1.11;1.94;0.49;0.68;1;2;2;2;1;2;2;2;1;;68.484;126.693;344.409;61.836;295.639;23.044;133.568;23.251;345.669;1.806
Model_1242;0.33;0.43;1.78;0.37;1.48;1.13;1.75;0.42;0.49;1;2;2;2;1;2;2;2;1;;149.784;93.346;265.353;66.543;126.987;24.293;104.195;25.131;387.234;2.293
Model_1243;0.46;0.68;1.83;0.81;1.44;0.77;1.49;0.60;0.72;1;2;1;1;2;2;1;1;1;;119.643;136.897;304.816;59.105;183.138;30.258;162.142;23.949;361.433;2.571
Model_1244;0.66;0.63;1.41;0.65;1.48;1.13;1.45;0.56;0.59;1;2;1;2;1;2;2;2;1;;83.263;143.875;397.604;68.137;147.75;25.113;170.699;23.416;462.516;2.351
Model_1245;0.49;0.64;1.41;0.37;1.33;1.23;1.72;0.71;0.49;1;1;1;1;2;1;1;2;1;;113.476;115.316;380.675;63.401;161.87;23.496;129.457;18.976;496.9;2.463
Model_1246;0.55;0.45;1.27;0.38;1.22;0.87;1.95;0.32;0.59;1;2;1;1;2;1;1;2;1;;94.645;107.405;366.409;58.404;162.376;33.832;110.576;26.864;363.958;1.98
Model_1247;0.73;0.72;1.47;0.78;1.24;0.69;1.89;0.68;0.67;1;1;2;1;2;1;2;2;1;;78.005;126.272;381.272;63.605;215.323;30.798;143.578;20.85;388.602;2.377
Model_1248;0.66;0.74;1.73;0.61;1.37;0.85;1.68;0.74;0.53;1;2;2;2;1;2;2;2;1;;90.054;123.181;338.143;69.89;188.357;31.62;141.955;19.985;477.153;2.564
Model_1249;0.68;0.74;1.77;0.63;1.28;1.18;1.87;0.40;0.54;1;2;1;2;2;2;1;1;2;;88.909;109.359;318.171;67.954;212.141;23.204;126.636;25.717;453.245;2.461
Model_1250;0.49;0.57;1.62;0.78;1.48;1.25;1.76;0.41;0.69;1;2;1;1;2;1;2;2;1;;117.763;114.102;325.445;60.58;153.736;22.353;138.705;27.894;347.821;2.319
Model_1251;0.68;0.59;1.50;0.56;1.19;0.77;1.67;0.55;0.67;1;2;1;1;2;1;2;1;1;;77.485;129.067;344.661;58.452;213.608;34.273;151.557;21.997;373.37;2.223
Model_1252;0.36;0.69;1.57;0.66;1.26;0.95;1.81;0.31;0.64;2;2;2;1;2;1;1;1;1;;148.169;121.597;338.001;59.554;201.138;28.864;140.628;28.859;385.998;2.517
Model_1253;0.35;0.57;1.38;0.78;1.17;0.78;1.74;0.41;0.73;2;1;2;2;1;1;2;2;2;;152.127;128.647;363.962;56.658;205.242;28.032;146.292;27.54;340.438;2.323
Model_1254;0.41;0.47;1.53;0.79;1.19;1.02;1.91;0.37;0.63;2;1;2;1;2;1;2;1;1;;134.979;106.874;322.465;62.707;197.933;23.599;120.758;27.937;352.042;2.11
Model_1255;0.39;0.65;1.40;0.72;0.97;0.90;1.55;0.34;0.87;1;1;1;2;1;2;1;1;2;;122.161;153.052;351.562;48.08;279.609;28.18;159.249;28.541;369.964;2.236
Model_1256;0.57;0.62;1.35;0.84;1.03;1.18;1.77;0.69;0.68;1;2;2;2;2;2;2;1;2;;90.545;138.51;392.333;62.485;262.382;22.685;155.516;20.148;387.203;2.133
