;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_2340;0.63;0.54;1.26;0.67;1.15;1.08;1.75;0.42;0.75;2;1;1;2;1;2;2;2;1;;80.779;132.15;391.957;55.973;201.07;27.067;145.027;25.772;331.232;2
Model_2341;0.42;0.51;1.40;0.65;1.28;0.92;1.70;0.52;0.71;2;1;2;2;2;1;2;2;2;;126.256;122.558;353.426;57.166;173.848;29.24;140.992;23.697;339.587;2.235
Model_2342;0.59;0.55;1.22;0.59;1.08;0.93;1.94;0.57;0.81;1;2;1;1;2;2;1;1;2;;84.452;131.559;391.437;49.356;212.28;30.8;131.242;21.127;319.236;1.93
Model_2343;0.56;0.55;1.55;0.55;0.93;0.87;1.87;0.47;0.56;2;2;2;1;2;2;2;2;1;;91.693;114.856;316.736;65.877;295.524;30.226;128.44;22.637;409.802;2.09
Model_2344;0.55;0.67;1.27;0.57;1.06;0.93;1.99;0.39;0.70;1;2;1;2;2;1;2;2;2;;98.643;126.785;400.246;54.789;234.865;31.276;135.719;25.257;350.716;2.203
Model_2345;0.48;0.58;1.24;0.57;1.18;0.92;1.67;0.45;0.65;1;1;2;1;2;1;2;1;2;;108.812;133.012;405.882;58.698;189.595;30.664;151.673;24.482;392.054;2.24
Model_2346;0.51;0.61;1.52;0.58;0.93;0.85;1.89;0.50;0.69;2;2;1;2;1;2;1;2;2;;100.117;129.289;325.081;56.221;301.459;31.902;141.946;22.599;350.761;2.117
Model_2347;0.40;0.63;1.34;0.54;1.03;0.99;1.84;0.52;0.70;2;2;2;1;1;1;1;1;1;;126.703;132.526;373.052;53.541;247.246;30.532;144.006;22.632;352.296;2.283
Model_2348;0.64;0.64;1.44;0.58;1.06;0.72;1.64;0.42;0.60;2;1;2;1;1;2;2;1;1;;84.184;135.752;366.057;62.978;253.926;34.022;159.126;24.675;431.901;2.225
Model_2349;0.40;0.69;1.61;0.66;1.30;0.98;1.81;0.53;0.70;2;1;2;1;2;1;1;2;1;;134.662;123.137;331.43;56.99;198.041;29.741;142.563;24.552;354.392;2.525
Model_2350;0.44;0.61;1.29;0.63;1.15;1.03;1.65;0.61;0.60;1;2;2;2;1;2;1;2;2;;118.213;136.855;405.088;64.557;206.37;26.892;155.186;21.345;435.656;2.338
Model_2351;0.46;0.56;1.48;0.53;0.94;0.90;1.72;0.45;0.57;2;2;2;1;2;2;1;1;1;;110.289;125.627;332.912;63.431;285.799;30.135;144.163;23.233;419.905;2.204
Model_2352;0.35;0.49;1.38;0.63;0.94;0.75;1.84;0.39;0.75;2;2;2;1;1;1;2;2;1;;136.551;130.688;338.607;52.108;264.658;30.132;136.304;25.93;307.272;2.034
Model_2353;0.64;0.64;1.34;0.59;1.01;0.86;1.87;0.59;0.65;1;1;1;1;1;1;2;1;2;;82.627;129.708;384.665;59.768;262.615;31.847;143.807;20.791;388.629;2.15
Model_2354;0.43;0.57;1.45;0.45;0.93;1.08;1.85;0.49;0.55;2;1;1;2;1;1;1;1;1;;119.123;117.258;334.479;62.496;283.615;26.665;129.433;21.835;422.793;2.237
Model_2355;0.59;0.55;1.59;0.57;1.28;0.79;1.59;0.46;0.80;2;1;2;2;1;1;2;1;1;;88.756;126.895;315.58;50.281;194.695;33.071;146.775;25.108;313.158;2.239
Model_2356;0.55;0.60;1.46;0.65;1.24;0.91;1.93;0.35;0.74;1;2;1;1;1;2;2;1;1;;99.386;118.396;347.291;55.004;195.986;30.519;132.208;27.346;319.539;2.181
Model_2357;0.39;0.67;1.38;0.44;1.22;1.07;1.70;0.38;0.74;2;2;1;1;1;1;2;1;2;;132.216;135.531;363.986;55.22;195.873;31.286;150.075;26.319;342.336;2.438
Model_2358;0.37;0.62;1.34;0.76;0.96;1.05;1.86;0.48;0.60;2;2;1;2;2;1;1;1;1;;137.607;128.376;383.337;65.241;277.417;23.488;141.486;24.453;418.341;2.26
Model_2359;0.53;0.66;1.43;0.72;1.16;1.04;1.82;0.56;0.69;2;1;2;1;2;1;2;1;1;;103.139;128.787;371.769;59.969;225.011;27.17;146.888;22.94;368.91;2.298
Model_2360;0.36;0.52;1.29;0.64;1.21;0.88;1.92;0.57;0.57;2;1;1;2;2;2;1;2;1;;144.042;110.387;385.571;67.795;175.444;28.433;119.235;21.77;404.914;2.263
Model_2361;0.47;0.69;1.38;0.57;0.92;0.85;1.95;0.41;0.70;2;2;2;1;1;1;2;2;1;;112.159;133.073;366.925;53.907;301.526;32.39;143.878;24.703;354.074;2.259
Model_2362;0.46;0.55;1.25;0.47;1.29;0.88;1.62;0.59;0.73;1;1;1;1;2;2;2;1;2;;111.241;133.464;388.328;50.437;162.485;34.359;148.354;21.161;344.049;2.263
Model_2363;0.56;0.51;1.54;0.70;1.23;0.80;1.89;0.51;0.58;2;2;2;2;2;1;2;1;1;;95.93;105.03;330.702;68.96;192.093;28.754;120.697;23.043;389.187;2.132
Model_2364;0.42;0.57;1.24;0.74;1.25;0.90;1.83;0.60;0.75;2;2;2;2;1;1;2;2;2;;126.031;129.847;403.685;56.265;174.509;28.38;139.466;22.101;329.478;2.203
Model_2365;0.49;0.68;1.60;0.47;0.97;0.92;1.88;0.45;0.69;1;1;2;1;1;1;1;2;1;;108.663;128.2;313.988;51.533;297.176;33.66;143.84;23.681;352.381;2.326
Model_2366;0.50;0.59;1.36;0.45;1.13;0.76;1.68;0.51;0.83;1;2;2;2;1;2;2;2;1;;101.012;136.593;354.977;53.516;214.973;35.357;145.252;22.9;328.902;2.198
Model_2367;0.36;0.55;1.42;0.76;1.09;0.99;1.99;0.61;0.81;2;2;2;1;2;1;2;1;1;;144.394;124.72;346.816;51.986;229.333;26.828;128.76;21.756;296.68;2.188
Model_2368;0.51;0.68;1.27;0.75;1.28;0.77;1.97;0.36;0.74;1;2;1;2;2;1;1;2;1;;109.774;126.025;412.02;57.136;178.436;30.002;135.638;27.497;336.103;2.283
Model_2369;0.42;0.64;1.25;0.47;1.19;0.78;1.60;0.52;0.60;1;1;2;2;2;2;2;1;1;;123.544;140.136;413.672;58.361;190.028;36.195;158.347;22.621;435.63;2.43
Model_2370;0.39;0.70;1.40;0.73;0.98;0.71;1.72;0.43;0.65;2;2;2;1;2;2;1;1;1;;132.155;144.468;377.019;60.749;286.974;30.451;160.366;25.692;408.681;2.422
Model_2371;0.41;0.62;1.30;0.50;1.11;0.89;1.60;0.38;0.56;1;2;2;2;1;1;2;1;2;;126.462;136.374;394.455;61.924;213.373;31.241;156.191;25.679;459.347;2.387
Model_2372;0.46;0.67;1.47;0.74;0.95;0.89;1.94;0.47;0.68;2;1;1;1;1;1;1;1;1;;114.748;129.216;350.676;59.802;300.601;28.23;142.933;24.454;367.076;2.25
Model_2373;0.56;0.57;1.44;0.54;1.00;0.81;1.83;0.50;0.63;2;2;1;2;2;2;1;1;2;;92.041;124.158;343.723;60.022;262.697;33.019;138.424;22.141;381.424;2.125
Model_2374;0.62;0.69;1.25;0.45;1.04;0.88;1.83;0.65;0.58;1;1;1;2;2;1;2;1;2;;90.044;131.299;421.191;59.372;244.283;34.098;142.797;19.32;447.361;2.317
Model_2375;0.63;0.62;1.54;0.61;1.09;1.02;1.93;0.42;0.66;2;1;2;1;2;1;2;2;2;;85.998;116.913;333.302;59.385;247.836;28.518;133.61;25.026;362.88;2.147
Model_2376;0.37;0.57;1.51;0.54;1.11;0.78;1.82;0.61;0.67;2;2;2;1;2;1;1;2;2;;135.143;121.587;326.885;55.689;226.983;33.93;136.346;20.683;351.779;2.366
Model_2377;0.44;0.54;1.42;0.64;1.27;1.00;1.65;0.37;0.75;2;1;1;2;2;1;2;2;1;;121.719;126.541;348.477;54.251;180.817;28.487;146.222;28.203;327.177;2.254
Model_2378;0.54;0.51;1.37;0.45;1.29;1.01;1.71;0.57;0.82;2;2;1;2;1;1;1;2;1;;95.409;127.17;347.79;52.67;170.555;31.971;134.138;21.643;306.994;2.12
Model_2379;0.58;0.69;1.36;0.60;1.11;1.02;1.72;0.38;0.67;1;2;2;1;2;2;2;2;2;;94.338;139.37;388.625;57.344;235.24;29.302;156.225;26;393.902;2.331
Model_2380;0.56;0.70;1.24;0.76;1.06;0.91;1.97;0.45;0.76;2;2;2;1;1;1;2;2;1;;96.631;135.412;420.945;55.731;239.681;28.481;143.538;25.031;347.727;2.218
Model_2381;0.40;0.64;1.43;0.58;1.25;0.90;1.70;0.35;0.72;2;2;1;2;1;1;2;1;2;;131.465;131.173;355.69;53.376;191.81;31.723;149.538;27.72;350.255;2.4
Model_2382;0.55;0.59;1.43;0.51;1.29;1.07;1.63;0.52;0.74;1;1;1;2;2;1;2;1;2;;96.183;130.361;353.151;51.863;181.956;30.369;149.969;23.296;340.817;2.294
Model_2383;0.56;0.51;1.23;0.74;1.23;0.78;1.80;0.41;0.78;1;1;2;2;2;2;2;2;2;;92.061;128.25;394.562;54.345;175.815;28.825;136.29;26.518;319.958;1.969
Model_2384;0.47;0.69;1.29;0.55;1.15;1.06;1.70;0.60;0.67;2;1;2;1;1;2;2;1;1;;113.866;141.595;408.629;56.265;214.581;29.729;156.978;21.594;395.07;2.42
Model_2385;0.57;0.66;1.50;0.59;1.13;1.01;1.76;0.35;0.78;1;1;2;1;1;1;1;1;1;;94.143;132.841;342.077;50.805;237.696;30.375;148.901;27.011;328.631;2.273
Model_2386;0.57;0.61;1.46;0.44;1.22;0.91;1.88;0.57;0.56;1;2;2;1;2;2;1;2;2;;97.486;110.673;353.095;60.893;193.859;33.041;123.976;20.985;421.505;2.295
Model_2387;0.53;0.50;1.59;0.63;0.96;0.93;1.93;0.55;0.62;2;2;2;1;2;2;1;2;2;;93.706;115.397;304.267;63.191;281.258;28.234;124.626;21.065;362.036;2.021
Model_2388;0.52;0.64;1.50;0.44;0.92;0.92;1.75;0.41;0.80;2;2;2;1;2;1;2;2;2;;96.266;141.158;324.724;53.002;303.811;33.273;153.268;24.433;334.001;2.146
Model_2389;0.40;0.53;1.41;0.74;1.15;0.74;1.90;0.57;0.58;1;1;1;2;1;2;1;1;1;;130.912;111.14;358.192;67.88;204.92;28.693;123.781;21.981;401.332;2.244
Model_2390;0.36;0.52;1.44;0.55;1.28;1.07;1.93;0.51;0.76;2;2;2;2;2;2;2;1;1;;148.057;115.53;336.115;51.22;174.072;29.047;123.557;23.55;294.657;2.269
Model_2391;0.63;0.52;1.60;0.70;1.20;0.91;1.87;0.51;0.81;2;2;2;2;1;1;1;2;2;;81.682;120.422;311.686;52.423;213.988;29.037;130.283;23.736;290.682;2.053
Model_2392;0.47;0.61;1.39;0.75;1.12;0.78;1.91;0.42;0.66;2;1;1;2;1;2;1;2;1;;114.806;121.144;370.148;62.116;224.413;29.173;135.585;26.061;369.897;2.216
Model_2393;0.48;0.66;1.51;0.62;1.00;1.04;1.96;0.53;0.65;1;2;1;1;1;1;2;1;1;;111.488;122.637;339.07;59.562;279.836;27.819;136.013;22.502;373.932;2.268
Model_2394;0.51;0.52;1.52;0.56;0.92;0.77;1.85;0.61;0.58;1;2;1;1;2;2;2;1;1;;97.313;118.77;318.097;65.051;293.355;32.339;130.997;19.257;395.145;2.086
Model_2395;0.40;0.71;1.36;0.47;1.09;0.82;1.61;0.52;0.63;2;2;2;1;1;2;2;1;2;;129.051;148.311;385.418;54.117;237.649;36.007;163.367;22.667;424.93;2.547
Model_2396;0.62;0.53;1.37;0.57;1.05;0.88;1.76;0.39;0.77;1;2;1;2;2;2;1;2;1;;79.363;132.039;352.633;51.717;237.755;31.419;142.247;25.783;317.951;1.986
Model_2397;0.59;0.59;1.36;0.54;1.07;0.72;1.59;0.46;0.76;2;2;2;1;2;2;1;1;2;;85.26;142.956;364.362;50.385;238.339;34.167;157.224;23.909;348.391;2.147
Model_2398;0.35;0.65;1.45;0.63;1.04;0.80;1.66;0.40;0.56;1;1;1;2;1;1;1;2;2;;144.714;132.491;358.582;65.175;254.365;30.225;152.939;26.378;456.798;2.46
Model_2399;0.53;0.69;1.54;0.45;1.22;0.96;1.71;0.51;0.81;2;1;2;1;1;1;2;2;1;;102.265;133.748;333.324;55.128;215.76;34.33;148.728;23.627;327.158;2.434
Model_2400;0.48;0.56;1.41;0.70;1.07;0.99;1.88;0.63;0.60;2;1;2;1;2;2;2;2;1;;109.532;117.226;362.497;66.258;237.026;26.194;131.896;20.497;398.656;2.191
Model_2401;0.59;0.62;1.46;0.71;1.12;0.91;1.96;0.46;0.76;2;1;1;2;2;1;2;1;1;;90.802;122.677;350.394;55.85;234.42;29.277;135.426;24.726;316.248;2.125
Model_2402;0.36;0.70;1.48;0.56;1.07;0.80;1.66;0.44;0.56;1;1;2;1;2;2;2;1;2;;142.755;134.291;358.389;62.108;250.889;32.952;153.275;24.994;461.091;2.553
Model_2403;0.52;0.54;1.24;0.75;0.92;1.04;1.82;0.59;0.66;1;1;1;1;2;2;2;1;2;;93.486;135.075;399.882;61.885;276.997;24.933;146.586;20.899;378.995;1.966
Model_2404;0.48;0.66;1.36;0.48;1.18;1.05;1.64;0.38;0.72;2;1;1;1;1;1;2;2;1;;111.055;139.296;374.124;50.387;207.41;31.071;156.758;26.342;359.497;2.355
Model_2405;0.36;0.70;1.48;0.74;1.04;1.09;1.83;0.51;0.60;2;1;1;2;1;1;2;1;1;;145.182;127.964;360.686;64.791;268.056;23.88;145.43;24.534;427.327;2.474
Model_2406;0.63;0.64;1.37;0.64;1.28;1.05;1.90;0.58;0.82;1;1;1;2;1;2;2;1;1;;86.133;126.528;374.658;51.522;186.821;29.84;136.876;22.371;320.241;2.199
Model_2407;0.59;0.53;1.34;0.70;1.24;0.73;1.68;0.50;0.59;1;2;1;1;1;1;2;1;2;;89.506;123.438;384.661;67.738;180.536;29.858;145.607;23.441;422.258;2.146
Model_2408;0.45;0.57;1.55;0.58;1.28;1.08;1.95;0.37;0.58;2;2;1;2;1;1;2;2;1;;122.585;102.225;326.234;64.782;180.181;25.724;116.952;26.898;387.784;2.296
Model_2409;0.38;0.61;1.43;0.73;1.05;0.89;1.78;0.47;0.80;1;1;1;1;1;2;1;2;2;;131.504;134.95;347.944;51.741;249.445;28.593;146.849;25.518;329.814;2.263
Model_2410;0.40;0.54;1.31;0.60;1.12;1.07;1.70;0.43;0.77;2;1;1;2;2;2;2;2;1;;125.952;132.537;367.141;51.708;208.209;27.951;145.344;25.829;324.205;2.185
Model_2411;0.53;0.53;1.36;0.71;0.96;0.92;1.75;0.46;0.77;1;2;1;1;1;1;1;1;1;;90.522;138.606;357.156;53.953;270.216;27.817;148.044;24.234;328.432;1.962
Model_2412;0.56;0.64;1.55;0.61;0.94;0.74;1.65;0.42;0.60;1;2;2;2;1;1;2;1;1;;93.778;138.498;333.645;63.591;309.897;32.236;161.79;24.482;426.774;2.212
Model_2413;0.41;0.52;1.50;0.58;0.99;1.06;1.87;0.63;0.72;2;2;2;1;1;2;1;1;1;;119.451;125.988;321.44;54.425;264.1;28.169;134.733;19.731;320.894;2.137
Model_2414;0.48;0.59;1.38;0.60;1.26;0.98;1.78;0.41;0.77;1;2;1;1;1;2;1;1;2;;110.432;127.256;360.752;51.423;183.791;30.338;139.984;26.193;319.521;2.239
Model_2415;0.43;0.55;1.23;0.56;1.22;1.01;1.99;0.51;0.70;1;1;1;2;1;1;2;2;2;;121.711;118.494;395.537;55.582;172.861;29.58;124.117;22.956;330.628;2.164
Model_2416;0.64;0.50;1.30;0.69;0.99;0.78;1.87;0.37;0.81;1;1;2;1;1;2;1;2;1;;74.575;132.999;367.052;51.234;248.457;29.2;134.854;26.653;312.659;1.802
Model_2417;0.51;0.59;1.35;0.57;1.07;0.78;1.89;0.42;0.72;1;2;1;1;1;2;2;1;1;;101.995;126.52;365.361;53.793;231.504;33.232;137.482;24.664;332.112;2.135
Model_2418;0.49;0.54;1.51;0.73;0.98;0.77;1.71;0.47;0.59;2;2;1;2;2;2;2;1;2;;103.433;125.428;332.711;66.627;275.762;28.202;147.588;23.855;412.913;2.137
Model_2419;0.53;0.50;1.34;0.69;1.19;0.73;1.69;0.60;0.82;1;2;2;2;1;1;1;2;2;;94.485;132.925;360.859;51.262;194.497;29.616;139.178;21.492;320.71;2.036
Model_2420;0.40;0.53;1.45;0.72;1.28;0.80;1.82;0.55;0.55;2;1;1;1;1;2;2;1;1;;133.99;107.308;354.319;69.834;172.395;28.097;125.248;22.794;422.395;2.302
Model_2421;0.39;0.49;1.22;0.51;1.29;0.77;1.59;0.51;0.82;1;2;2;1;2;2;1;2;1;;130.494;134.805;377.806;46.979;155.216;33.383;138.935;23.481;326.325;2.14
Model_2422;0.65;0.60;1.41;0.47;1.17;0.89;1.91;0.42;0.71;1;2;2;1;1;2;2;2;1;;82.764;120.572;355.923;51.957;209.382;34.437;133.222;24.465;332.984;2.141
Model_2423;0.61;0.61;1.28;0.47;1.10;0.95;1.88;0.50;0.57;2;2;1;2;2;2;1;2;2;;89.902;119.692;398.672;62.071;216.275;31.033;130.254;22.186;429.387;2.16
Model_2424;0.46;0.66;1.33;0.61;1.28;0.97;1.65;0.59;0.67;2;1;1;2;2;1;1;2;1;;116.613;138.529;397.923;59.148;181.873;30.273;156.065;22.489;394.294;2.396
Model_2425;0.53;0.49;1.47;0.44;1.22;0.83;1.90;0.45;0.56;1;1;1;2;2;2;1;1;1;;99.641;102.182;328.79;63.74;179.839;33.94;113.076;23.263;387.037;2.159
Model_2426;0.63;0.53;1.31;0.49;1.08;0.93;1.81;0.54;0.66;1;1;2;1;1;2;1;1;1;;80.492;124.915;375.19;57.161;221.057;32.243;137.34;21.197;362.041;2.062
Model_2427;0.46;0.54;1.24;0.70;1.00;0.71;1.62;0.43;0.55;1;2;2;1;1;2;1;2;1;;110.031;134.882;408.514;69.23;242.589;28.972;155.165;24.94;463.384;2.152
Model_2428;0.38;0.62;1.56;0.57;1.23;1.07;1.82;0.53;0.56;2;1;1;1;1;2;1;1;1;;139.63;111.368;332.948;64.737;197.128;26.221;129.404;23.148;421.977;2.471
Model_2429;0.38;0.52;1.36;0.63;0.97;0.78;1.73;0.43;0.61;2;2;2;2;2;1;2;1;1;;129.225;127.335;357.227;63.195;258.581;29.958;144.4;24.506;392.907;2.175
Model_2430;0.44;0.57;1.57;0.62;1.28;0.82;1.92;0.50;0.68;1;2;1;2;1;2;1;1;2;;121.706;111.719;320.309;58.287;186.766;32.015;126.289;23.742;338.593;2.318
Model_2431;0.65;0.57;1.50;0.75;0.91;1.00;1.69;0.64;0.67;1;2;2;1;2;1;2;1;2;;73.667;140.519;341.564;62.064;319.031;26.021;161.714;20.152;384.969;2.02
Model_2432;0.60;0.61;1.34;0.70;0.92;1.09;1.85;0.58;0.55;2;2;2;2;1;2;2;2;1;;87.432;126.07;390.36;70.65;300.497;22.96;139.492;21.269;459.551;2.062
Model_2433;0.50;0.59;1.25;0.65;1.03;0.93;1.69;0.46;0.58;1;2;2;1;1;1;2;1;2;;104.054;134.75;410.705;65.884;238.896;27.401;152.913;23.938;444.754;2.179
Model_2434;0.58;0.57;1.33;0.59;0.97;0.82;1.69;0.40;0.57;1;1;2;2;2;2;2;1;2;;88.235;129.93;379.895;66.307;266.91;30.501;150.644;24.852;441.081;2.111
Model_2435;0.42;0.57;1.61;0.70;1.26;0.92;1.91;0.64;0.61;1;2;1;1;2;2;2;2;1;;127.554;107.805;320.02;64.985;193.452;28.103;124.406;21.003;376.825;2.355
Model_2436;0.66;0.57;1.54;0.51;1.24;0.95;1.95;0.39;0.71;2;2;1;1;1;1;1;2;1;;82.096;113.04;324.85;53.789;197.503;32.294;125.924;25.692;322.23;2.142
Model_2437;0.54;0.65;1.27;0.75;1.12;0.85;1.95;0.37;0.82;1;1;1;1;1;2;1;2;2;;98.005;131.417;395.461;51.677;216.331;28.998;137.844;27.192;333.861;2.132
Model_2438;0.43;0.57;1.36;0.69;1.22;1.01;1.98;0.43;0.66;1;1;1;1;2;1;2;2;2;;124.802;113.187;370.433;60.5;187.204;26.813;124.762;25.853;355.349;2.229
Model_2439;0.43;0.59;1.53;0.59;1.23;0.96;1.60;0.61;0.57;1;2;2;2;2;1;1;2;1;;121.604;126.136;344.155;66.28;196.616;28.446;151.048;21.414;433.289;2.437
Model_2440;0.38;0.54;1.22;0.68;1.08;0.81;1.70;0.61;0.77;1;2;1;1;2;2;1;2;1;;127.763;140.098;393.995;53.166;212.315;29.947;147.532;21.281;338.357;2.158
Model_2441;0.38;0.58;1.37;0.54;0.95;0.94;1.65;0.35;0.62;1;1;1;1;1;2;1;1;2;;129.085;136.035;356.902;58.361;272.911;29.707;156.517;26.472;405.457;2.28
Model_2442;0.42;0.68;1.31;0.66;1.23;1.04;1.73;0.50;0.80;2;2;1;2;2;2;1;2;2;;124.067;140.214;390.21;51.277;193.882;29.027;149.205;24.98;349.581;2.386
Model_2443;0.62;0.56;1.38;0.55;1.26;1.03;1.72;0.54;0.62;1;1;2;2;1;2;1;2;2;;86.021;122.045;373.041;62.677;180.974;28.834;142.381;22.347;398.243;2.211
Model_2444;0.56;0.60;1.35;0.69;1.25;0.83;1.98;0.63;0.74;1;2;2;2;2;2;2;2;1;;96.741;120.771;380.978;57.297;187.688;31.011;130.271;21.01;322.922;2.163
Model_2445;0.65;0.49;1.44;0.74;0.99;0.82;1.67;0.53;0.67;1;1;1;2;1;2;2;2;2;;73.266;132.129;344.736;62.136;266.988;28.084;152.629;22.443;370.295;1.954
Model_2446;0.44;0.61;1.49;0.49;1.01;1.09;1.73;0.39;0.61;1;1;2;2;1;2;2;2;2;;117.71;126.673;335.017;58.22;263.615;27.635;147.533;25.35;401.141;2.308
Model_2447;0.65;0.49;1.54;0.74;1.17;1.00;1.71;0.49;0.57;1;2;2;2;2;1;2;1;1;;78.665;113.482;334.93;70.441;209.997;24.096;137.85;23.734;411.883;2.069
Model_2448;0.36;0.59;1.49;0.56;0.95;0.96;1.85;0.35;0.78;1;1;2;2;2;2;1;1;2;;133.422;130.652;322.571;48.843;281.322;30.141;141.658;27.077;313.42;2.21
Model_2449;0.38;0.63;1.32;0.60;1.00;0.79;1.87;0.44;0.71;1;2;2;1;1;1;1;2;1;;131.203;132.839;376.99;54.176;255.188;32.158;143.173;24.821;346.145;2.258
Model_2450;0.61;0.60;1.56;0.61;1.19;1.02;1.92;0.61;0.72;2;1;2;2;1;1;1;1;1;;88.493;118.015;329.801;56.92;218.918;29.7;132.954;21.079;329.177;2.206
Model_2451;0.59;0.56;1.52;0.72;1.21;0.80;1.78;0.60;0.81;1;2;2;1;1;2;1;2;2;;87.938;127.106;333.082;52.599;210.72;30.056;139.223;21.944;311.249;2.149
Model_2452;0.64;0.52;1.31;0.50;1.10;0.73;1.64;0.38;0.68;1;2;1;1;1;2;2;2;1;;78.022;132.647;371.045;55.291;214.195;34.986;151.03;25.572;363.004;2.057
Model_2453;0.64;0.56;1.59;0.64;1.20;0.88;1.66;0.49;0.71;1;1;1;2;1;1;1;1;2;;81.152;125.904;321.482;57.901;215.471;30.677;149.283;23.992;348.28;2.203
Model_2454;0.46;0.50;1.45;0.73;1.06;1.07;1.66;0.38;0.55;1;1;1;2;1;2;1;2;1;;111.242;119.199;346.748;69.713;233.663;21.997;143.843;27.009;434.69;2.146
Model_2455;0.46;0.55;1.45;0.72;1.27;0.95;1.87;0.63;0.67;2;2;2;1;1;2;2;1;1;;116.78;116.695;353.765;61.582;183.995;27.979;132.03;21.037;353.742;2.252
Model_2456;0.65;0.66;1.31;0.74;0.93;0.72;1.90;0.40;0.58;1;2;2;1;1;2;2;1;2;;82.511;128.572;403.551;67.301;298.706;29.118;141.228;25.047;445.056;2.12
Model_2457;0.41;0.55;1.56;0.53;1.01;1.00;1.86;0.42;0.74;2;2;2;1;1;1;2;2;1;;121.73;124.207;307.854;50.948;261.666;29.994;136.555;24.937;310.762;2.188
Model_2458;0.44;0.50;1.43;0.58;1.28;0.73;1.89;0.49;0.82;2;1;2;2;2;1;2;2;2;;121.299;117.971;334.395;48.205;174.296;32.187;123.57;24.114;284.559;2.128
Model_2459;0.36;0.51;1.26;0.63;0.95;0.89;1.63;0.64;0.64;2;2;2;1;1;2;1;1;1;;130.777;140.424;384.861;61.056;258.527;28.966;156.564;19.527;392.45;2.17
Model_2460;0.42;0.52;1.54;0.45;1.25;1.07;1.93;0.44;0.71;1;1;2;2;1;1;1;1;1;;124.216;110.224;312.455;52.222;184.688;30.093;121.19;24.524;309.169;2.262
Model_2461;0.39;0.71;1.44;0.71;1.29;1.05;1.82;0.64;0.81;1;1;1;1;1;2;2;2;2;;135.229;132.274;365.23;51.668;193.458;28.79;144.965;22.779;333.301;2.524
Model_2462;0.62;0.53;1.59;0.68;1.24;0.71;1.72;0.45;0.67;2;2;2;1;2;1;2;2;1;;85.1;118.25;321.593;61.266;200.022;31.217;141.736;25.057;354.576;2.166
Model_2463;0.50;0.65;1.58;0.54;1.18;0.87;1.89;0.50;0.68;1;1;1;1;1;2;2;2;2;;109.122;118.15;324.019;55.041;221.381;33.719;135.691;23.443;352.706;2.334
Model_2464;0.52;0.56;1.38;0.51;1.00;0.74;1.91;0.50;0.59;2;1;1;1;1;2;1;1;1;;100.374;116.908;355.519;61.888;252.519;34.667;127.219;21.825;395.365;2.144
Model_2465;0.58;0.64;1.47;0.75;1.18;0.73;1.80;0.45;0.80;1;1;2;2;1;1;1;1;1;;92.321;130.881;353.021;54.193;222.186;29.812;145.301;25.609;326.22;2.219
Model_2466;0.56;0.58;1.37;0.48;1.26;0.91;1.59;0.58;0.64;2;2;2;1;1;1;1;1;2;;94.518;133.394;374.049;57.183;181.456;33.263;154.656;21.211;398.766;2.306
Model_2467;0.54;0.69;1.45;0.72;1.06;1.06;1.96;0.36;0.69;2;1;2;2;1;2;1;1;1;;102.627;125.006;363.299;59.573;260.051;26.576;139.434;26.727;361.678;2.282
Model_2468;0.58;0.57;1.23;0.64;0.94;1.00;1.84;0.48;0.64;1;2;2;1;2;2;1;2;2;;86.232;133.246;405.722;61.635;269.514;27.288;143.679;23.041;390.033;1.987
Model_2469;0.37;0.55;1.56;0.59;0.92;0.78;1.86;0.40;0.64;2;2;1;2;1;2;1;2;1;;132.519;122.906;306.497;59.391;295.003;31.554;136.106;25.162;360.865;2.203
Model_2470;0.38;0.64;1.38;0.75;1.24;1.03;1.67;0.55;0.63;1;2;1;2;2;1;2;2;2;;136.967;134.26;386.202;63.614;193.1;25.397;154.916;24.022;416.024;2.435
Model_2471;0.47;0.55;1.55;0.51;0.99;0.73;1.83;0.46;0.59;1;2;1;2;2;1;1;1;1;;108.872;117.028;313.111;61.755;266.755;34.4;131.767;22.831;388.658;2.207
Model_2472;0.42;0.59;1.30;0.74;1.10;0.82;1.82;0.42;0.63;2;2;1;2;2;2;1;2;2;;124.925;126.552;391.876;63.318;219.018;28.224;141.094;25.984;395.982;2.225
Model_2473;0.44;0.55;1.58;0.49;0.95;0.96;1.81;0.53;0.72;2;1;2;1;2;2;1;2;2;;111.385;127.402;303.027;51.046;286.493;31.602;141.022;21.686;325.278;2.163
Model_2474;0.43;0.59;1.40;0.71;1.24;0.78;1.74;0.45;0.61;1;2;2;2;1;1;1;1;1;;124.499;123.186;372.637;65.176;188.219;29.523;142.955;25.41;406.66;2.332
Model_2475;0.64;0.61;1.32;0.63;1.14;0.86;1.89;0.55;0.68;1;1;2;2;2;2;1;2;2;;83.331;124.869;390.662;59.706;214.999;31.405;137.694;22.158;364.49;2.121
