;Radius_1;Radius_2;Radius_3;Radius_4;Radius_5;Radius_6;Radius_7;Radius_8;Radius_9;Radius_10;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1165;0.040;0.010;0.026;0.026;0.011;0.011;0.010;0.023;0.028;0.010;;301;170.8;335;233.1;95.6;141.4;312.9;390.6;285.8;244.7
Model_1166;0.036;0.012;0.032;0.022;0.012;0.010;0.009;0.026;0.030;0.010;;327.1;121.5;250.3;313.5;66.8;171.3;325.2;313.6;238;249.1
Model_1167;0.040;0.009;0.025;0.024;0.009;0.011;0.010;0.026;0.029;0.009;;286.6;179.9;332.5;272.8;69;121.2;244.3;321;257;250.8
Model_1168;0.041;0.011;0.025;0.026;0.010;0.009;0.010;0.029;0.028;0.013;;265.5;160.6;327.2;220.7;69.6;232.1;218.4;263.8;263.7;164.8
Model_1169;0.038;0.011;0.024;0.022;0.012;0.011;0.009;0.028;0.030;0.011;;299.2;155.5;353.3;306;73.3;152.2;240.2;284.9;227.3;217.1
Model_1170;0.037;0.011;0.031;0.022;0.009;0.010;0.012;0.026;0.026;0.011;;302.7;189.3;254.8;309.3;92.6;229.5;271.6;298.4;301.5;264.8
Model_1171;0.041;0.011;0.027;0.022;0.012;0.011;0.012;0.023;0.024;0.009;;281.9;178.1;318.3;313.9;115.5;182.5;290.1;374;360.1;356.7
Model_1172;0.040;0.011;0.027;0.024;0.009;0.011;0.009;0.028;0.025;0.009;;278.3;154.2;292.9;263;66.8;156.8;260;283.4;334.5;301.4
Model_1173;0.040;0.012;0.025;0.025;0.009;0.012;0.008;0.027;0.030;0.011;;286.7;125.2;336.4;239.6;90.1;121.8;274.8;307.2;235.2;208
Model_1174;0.035;0.010;0.025;0.023;0.008;0.012;0.011;0.030;0.025;0.009;;322.4;196;325.5;292.3;30;140.8;217.9;241.9;331.6;309.9
Model_1175;0.037;0.008;0.027;0.024;0.011;0.011;0.010;0.029;0.024;0.009;;302.8;269.2;289.6;273.7;42.4;149.3;241.3;260.4;366.7;285.5
Model_1176;0.036;0.009;0.028;0.021;0.011;0.012;0.011;0.026;0.026;0.013;;317.2;306.5;298;325.3;47.8;170;290.9;304.2;292.2;211.1
Model_1177;0.037;0.010;0.026;0.021;0.009;0.012;0.009;0.024;0.031;0.011;;326.5;187;333.7;336.8;46.2;130.7;329.3;367.6;224.4;228.1
Model_1178;0.039;0.010;0.028;0.025;0.009;0.011;0.012;0.023;0.028;0.011;;300.6;202.6;300.5;250.2;142.1;168.2;287.8;372.2;279.1;241.9
Model_1179;0.042;0.013;0.025;0.019;0.010;0.011;0.011;0.027;0.026;0.013;;258.6;175.1;344.2;379.6;106.8;236;250.7;292.2;279.9;243.2
Model_1180;0.040;0.008;0.025;0.023;0.010;0.010;0.013;0.028;0.030;0.010;;271.8;233.2;326.8;296.9;89.8;149.3;183.3;271.8;237.1;210.5
Model_1181;0.042;0.012;0.028;0.023;0.010;0.012;0.011;0.028;0.024;0.011;;255.2;182.3;283.2;275.6;74.8;184.5;247.7;272.4;344.3;287
Model_1182;0.039;0.010;0.027;0.027;0.010;0.012;0.009;0.023;0.023;0.010;;309.4;220.4;320.6;206;61;159.1;357.4;397.1;397;301.1
Model_1183;0.041;0.008;0.024;0.021;0.009;0.010;0.013;0.030;0.023;0.010;;256.3;325;344.2;351.1;39.9;211.3;173.2;241.6;385.6;278.1
Model_1184;0.040;0.010;0.031;0.022;0.011;0.010;0.008;0.028;0.030;0.012;;280.9;184.3;249;305.9;81.9;180.4;292.7;284.2;231.1;186.7
Model_1185;0.035;0.010;0.029;0.019;0.008;0.009;0.010;0.030;0.027;0.012;;320.7;220;271.6;402.5;68.6;263.7;267.8;241;274.6;215
Model_1186;0.042;0.008;0.031;0.024;0.011;0.011;0.009;0.027;0.025;0.013;;264.8;330.1;250.9;256.3;81.6;173.1;293.9;298.8;327.1;181.7
Model_1187;0.042;0.010;0.026;0.021;0.011;0.011;0.012;0.027;0.029;0.011;;259;200.8;316.6;337.4;55.8;164.2;219.1;289.9;242.5;233
Model_1188;0.040;0.009;0.031;0.023;0.011;0.012;0.009;0.026;0.024;0.011;;284.1;276.3;256.7;278;80.1;157.6;318.8;318.3;352.5;258.7
Model_1189;0.035;0.011;0.028;0.025;0.010;0.009;0.011;0.026;0.026;0.012;;331.6;178.3;294.1;240.4;70;263.5;285.7;303.9;305.9;214.3
Model_1190;0.036;0.009;0.029;0.026;0.012;0.010;0.012;0.025;0.028;0.010;;321;202.3;281.6;235.4;125.5;165.9;275.8;318.4;278;232.3
Model_1191;0.037;0.009;0.027;0.022;0.012;0.010;0.010;0.027;0.027;0.009;;309.2;198.3;299.6;318.5;66.2;161.6;262.6;295.4;290;273.1
Model_1192;0.037;0.012;0.027;0.022;0.008;0.008;0.008;0.023;0.030;0.013;;336.1;138.5;325;307.6;60;294.6;382.4;401.9;246;174.6
Model_1193;0.039;0.009;0.028;0.024;0.012;0.012;0.012;0.028;0.029;0.009;;280.8;188.8;278.7;273.8;88;109.3;219.2;268.8;255.2;256.8
Model_1194;0.036;0.011;0.027;0.022;0.011;0.009;0.011;0.025;0.025;0.009;;323.3;154.5;309.6;317;95.6;232.4;284.8;329.8;335.7;317.1
Model_1195;0.038;0.013;0.025;0.021;0.012;0.012;0.011;0.025;0.029;0.009;;304;111.8;346.6;344.1;79.7;131.5;263.4;334;247.6;312
Model_1196;0.041;0.008;0.025;0.025;0.011;0.010;0.010;0.023;0.028;0.011;;293.8;253.6;352.2;251.5;92.4;163.4;301.6;393.4;284.5;198.3
Model_1197;0.035;0.010;0.029;0.019;0.011;0.011;0.010;0.026;0.029;0.012;;333.3;227.8;285.6;397;51.6;186.5;313.1;309;235.8;228.7
Model_1198;0.039;0.009;0.027;0.024;0.009;0.009;0.009;0.023;0.024;0.011;;309.6;248.1;319.1;261.7;54.6;246.1;353.7;397.8;366.8;240.8
Model_1199;0.037;0.011;0.029;0.025;0.011;0.012;0.010;0.023;0.024;0.012;;322.2;218.6;299.6;232.3;60.3;184.8;364.7;381.4;353.7;261
Model_1200;0.035;0.010;0.025;0.024;0.010;0.008;0.012;0.030;0.030;0.010;;322.1;145.6;324.2;273.6;73.8;225;192.9;239.6;237.7;204.4
Model_1201;0.043;0.009;0.025;0.023;0.012;0.009;0.013;0.025;0.023;0.009;;258.6;234.2;339.3;298.4;99.2;239.5;224.5;327.1;398.3;318.8
Model_1202;0.042;0.013;0.030;0.026;0.010;0.009;0.010;0.029;0.023;0.009;;255.4;118.9;247.3;233.2;54.1;247.9;244.3;261;397.2;322.5
Model_1203;0.042;0.009;0.025;0.021;0.008;0.010;0.009;0.031;0.028;0.012;;251.7;231.1;323;331.8;114.9;181.3;216.8;238.2;263.4;182.5
Model_1204;0.040;0.010;0.025;0.022;0.010;0.013;0.012;0.028;0.029;0.012;;271.2;219.3;335.1;302.1;40.2;129;211.7;271.9;239.1;213.2
Model_1205;0.037;0.011;0.025;0.022;0.009;0.011;0.012;0.027;0.030;0.010;;304.8;152.3;336;314.3;77.5;151.9;220.6;289;230.7;254.9
Model_1206;0.039;0.010;0.029;0.023;0.008;0.009;0.010;0.030;0.029;0.011;;278.5;170.7;261;286.6;34.5;206.7;232.3;244.9;248.2;199
Model_1207;0.042;0.010;0.031;0.022;0.012;0.012;0.008;0.027;0.027;0.009;;268.8;172.7;248;314.4;72.4;120.7;294.6;305.6;288;288.9
Model_1208;0.037;0.009;0.029;0.023;0.011;0.010;0.010;0.025;0.029;0.012;;316.5;230;284.2;287.2;75.1;187;309.2;332.6;254.1;191.1
Model_1209;0.038;0.011;0.031;0.024;0.010;0.011;0.009;0.027;0.025;0.009;;299.8;156.3;250.4;265.1;48.4;159.3;299.6;297.7;336.1;309.4
Model_1210;0.039;0.011;0.027;0.024;0.010;0.009;0.012;0.024;0.026;0.010;;294.9;159.8;310.4;268.9;120.1;239.9;270.1;349.4;313.6;272.5
Model_1211;0.040;0.011;0.026;0.025;0.010;0.009;0.010;0.024;0.024;0.011;;292.4;179.5;329.9;239.2;52.7;266.5;306.4;363.7;359.5;254.3
Model_1212;0.040;0.009;0.028;0.026;0.008;0.010;0.010;0.030;0.030;0.010;;271.4;175.1;268.9;232.2;40.1;141.9;213.3;246.7;239.4;198.7
Model_1213;0.037;0.012;0.027;0.020;0.010;0.011;0.013;0.024;0.027;0.009;;309.1;145.2;314.4;379.7;138.7;174.7;259.7;341.6;282.2;350.3
Model_1214;0.041;0.008;0.028;0.025;0.010;0.010;0.010;0.028;0.024;0.010;;267.5;279.6;275.8;248.6;45.7;183.6;246.5;278.8;366.2;247
Model_1215;0.038;0.009;0.027;0.022;0.010;0.009;0.011;0.026;0.029;0.010;;300;198.7;301.7;320.2;91.1;196.6;253.7;311.2;251.6;229.7
Model_1216;0.039;0.011;0.029;0.023;0.010;0.009;0.009;0.026;0.023;0.010;;293.4;177.6;277;280.2;74.1;264.5;312.3;319.9;387.9;296
Model_1217;0.038;0.008;0.030;0.020;0.009;0.011;0.011;0.026;0.023;0.011;;294.6;368.7;267.1;370.4;51.3;198;289;306;378.4;271.8
Model_1218;0.042;0.012;0.029;0.024;0.011;0.012;0.009;0.030;0.024;0.011;;254;175;262.8;253.1;111.3;176.5;253.2;248.8;345.9;273
Model_1219;0.042;0.009;0.026;0.020;0.012;0.012;0.010;0.030;0.028;0.011;;253.2;250.1;305.1;370.5;74.1;139.6;209.5;249.4;258.5;230
Model_1220;0.041;0.009;0.032;0.021;0.012;0.008;0.011;0.025;0.026;0.013;;273.7;260.1;249.6;338;83;327.3;296.5;326.5;303.3;183.7
Model_1221;0.038;0.011;0.026;0.024;0.010;0.010;0.012;0.025;0.026;0.009;;300.8;151;321.8;270.4;111.3;186.1;250.6;328.2;314.8;306.7
Model_1222;0.039;0.011;0.032;0.021;0.009;0.010;0.009;0.025;0.023;0.010;;295.7;193.8;253.7;330.9;73.5;233.8;348.6;339.6;380.6;322.4
Model_1223;0.042;0.010;0.026;0.020;0.011;0.010;0.010;0.028;0.023;0.010;;259.1;232.9;311.5;371.7;85.9;232.3;242.5;280.4;378.4;311.2
Model_1224;0.036;0.011;0.026;0.023;0.009;0.010;0.010;0.024;0.030;0.012;;333.9;164.4;335;284.6;69;196.8;313.6;358.9;238.8;204.1
Model_1225;0.036;0.010;0.032;0.021;0.012;0.012;0.009;0.023;0.026;0.009;;338.7;190.3;265.7;343.9;95.7;132;387.8;389.3;316.6;327.7
Model_1226;0.036;0.011;0.025;0.025;0.012;0.011;0.008;0.023;0.030;0.010;;350.5;132.3;359.3;249.3;65.4;128.8;360.1;403.1;252.9;231.2
Model_1227;0.037;0.011;0.030;0.023;0.011;0.012;0.010;0.029;0.027;0.010;;301.1;166.7;256.1;284.1;46.5;141.8;260.9;256.9;282.7;269.7
Model_1228;0.035;0.011;0.030;0.022;0.012;0.009;0.011;0.030;0.026;0.012;;319.1;185.9;257.5;309.2;45.2;273.5;251.8;235.4;298.8;218
Model_1229;0.040;0.012;0.028;0.019;0.010;0.010;0.010;0.029;0.023;0.010;;269.8;181.1;282;404.6;95.2;253;256.7;260.2;371.7;337.3
Model_1230;0.040;0.010;0.026;0.022;0.009;0.010;0.011;0.024;0.025;0.009;;290;189.8;324.9;316.9;98.4;192.1;276.3;359.9;335.7;322
Model_1231;0.035;0.011;0.026;0.022;0.012;0.009;0.008;0.024;0.027;0.009;;353.9;134.3;332.8;317;63;197.9;352.6;374.9;295.4;282.6
Model_1232;0.041;0.013;0.024;0.025;0.008;0.011;0.008;0.026;0.031;0.012;;283.4;108.6;363.9;237.8;99.9;144.4;284.3;329.1;223.3;183.4
Model_1233;0.041;0.008;0.028;0.024;0.010;0.013;0.012;0.031;0.024;0.009;;254.5;284.8;265.3;279.8;43.4;118.8;190.9;227.1;364.8;297.9
Model_1234;0.036;0.009;0.030;0.026;0.012;0.010;0.008;0.028;0.027;0.011;;323.8;210.9;260.5;226;68.9;169.7;301.3;281.7;289.8;200.9
Model_1235;0.041;0.011;0.025;0.019;0.010;0.011;0.013;0.030;0.028;0.012;;253.5;206.8;331.6;400.6;55.6;201;184.2;239.2;255.7;234.6
Model_1236;0.039;0.009;0.028;0.024;0.011;0.012;0.008;0.027;0.024;0.011;;293.3;266;286.9;255.1;105.1;151.9;306.7;305;353.5;247.2
Model_1237;0.036;0.009;0.026;0.019;0.010;0.011;0.012;0.027;0.030;0.012;;312.6;263.7;323.9;404.6;60.5;176.5;240.6;285.3;222.2;212.2
Model_1238;0.042;0.010;0.031;0.021;0.009;0.012;0.012;0.028;0.026;0.010;;252.7;217;243.2;344;59.8;153.8;232;267.8;301.5;292.6
Model_1239;0.038;0.008;0.026;0.023;0.010;0.009;0.010;0.028;0.024;0.013;;294.1;329.4;314.2;281.6;71.6;258.2;255.4;277.5;353.5;178.9
Model_1240;0.042;0.008;0.025;0.021;0.012;0.012;0.010;0.024;0.028;0.011;;279.3;289.4;348.2;340.8;64.9;129.7;285.4;366.6;268.5;222.8
Model_1241;0.037;0.008;0.031;0.022;0.009;0.013;0.012;0.028;0.027;0.009;;299;266.9;241.9;328.8;108.1;106.3;233.4;266.1;290.7;287.2
Model_1242;0.038;0.010;0.026;0.022;0.011;0.009;0.009;0.025;0.028;0.010;;310.7;168;324.7;315.3;56.1;203.3;300.9;345.2;271.4;240
Model_1243;0.039;0.010;0.024;0.022;0.010;0.009;0.011;0.027;0.024;0.009;;287;187.3;352.6;318.7;47.6;232.1;226.2;296.7;361.8;311.6
Model_1244;0.042;0.011;0.026;0.023;0.012;0.012;0.010;0.028;0.024;0.013;;258.9;233.6;316.1;266.4;110.8;195.6;250.7;278.5;336.3;230.2
Model_1245;0.039;0.009;0.032;0.020;0.012;0.010;0.010;0.027;0.023;0.012;;284.3;315.2;246;361.7;78.4;254.4;300.6;290.3;372;248.9
Model_1246;0.040;0.012;0.026;0.024;0.010;0.012;0.013;0.024;0.026;0.011;;282.4;170.9;332.1;259.3;99.5;173.7;255.5;342.8;301.9;279.9
Model_1247;0.036;0.010;0.028;0.023;0.012;0.010;0.010;0.026;0.025;0.009;;323.2;181.8;290.8;289.8;73.2;184.4;292.3;312.6;336.9;304.5
Model_1248;0.038;0.009;0.029;0.019;0.012;0.008;0.012;0.029;0.025;0.010;;284.4;240.4;267.2;426.8;62.9;301.1;225.1;251.4;328.1;267.5
Model_1249;0.039;0.008;0.024;0.025;0.011;0.010;0.009;0.030;0.026;0.012;;282.9;279.4;341.9;241;83.5;178.4;214.5;252.4;306.9;175.7
Model_1250;0.037;0.012;0.030;0.025;0.009;0.009;0.011;0.025;0.029;0.012;;313.3;140.3;269.6;246.6;97.9;242.6;291.9;325.1;256.1;203.1
Model_1251;0.041;0.010;0.030;0.022;0.011;0.011;0.009;0.025;0.025;0.011;;281.1;223.5;271.1;303.4;77.9;183;327.4;342;326.7;261.1
Model_1252;0.036;0.011;0.030;0.022;0.010;0.011;0.009;0.023;0.024;0.013;;336.1;231.2;292.2;290.3;94.9;224.1;405;388.3;346;242.8
Model_1253;0.039;0.009;0.024;0.023;0.012;0.009;0.009;0.025;0.030;0.010;;303.6;177.8;362.5;293.8;60.7;174.1;274.6;348.3;242.4;208.1
Model_1254;0.036;0.012;0.031;0.024;0.009;0.011;0.011;0.027;0.027;0.013;;313.6;175;257.8;252.3;38.9;204.8;290;281.4;274.1;212.4
Model_1255;0.040;0.011;0.028;0.024;0.010;0.012;0.010;0.024;0.023;0.011;;289.8;216.4;302.2;251.6;69.1;184.9;329.5;359.5;378.3;296.3
Model_1256;0.042;0.010;0.024;0.023;0.010;0.011;0.011;0.024;0.023;0.009;;275.6;210.9;365.3;285.3;69.1;179.7;265.5;362.9;391.9;346.6
Model_1257;0.041;0.013;0.029;0.019;0.010;0.011;0.010;0.028;0.030;0.009;;266.3;109.7;267.1;412.6;38.4;151.9;248.6;278.9;227.3;307.8
Model_1258;0.038;0.011;0.031;0.022;0.009;0.012;0.011;0.024;0.023;0.009;;303.1;195;261.8;312.1;100.7;170.5;315.6;350.5;387.8;381.8
Model_1259;0.039;0.009;0.024;0.021;0.012;0.008;0.011;0.023;0.029;0.011;;305.7;208.3;378.2;348.3;103.5;264.1;285;386.3;256.3;204.9
Model_1260;0.035;0.010;0.025;0.024;0.009;0.010;0.013;0.028;0.023;0.012;;319.7;257.7;338.8;259.9;41.4;260.3;226.6;261.8;377;246
Model_1261;0.038;0.012;0.027;0.023;0.010;0.011;0.011;0.026;0.026;0.012;;296.8;173.5;309.9;274.3;49.6;204.1;276.6;307.4;295.3;242.6
Model_1262;0.042;0.012;0.024;0.026;0.012;0.009;0.010;0.029;0.027;0.011;;258.8;129;343.9;223.1;67.7;225.4;201.6;266.4;286.4;212.6
Model_1263;0.038;0.008;0.031;0.024;0.008;0.008;0.010;0.026;0.025;0.011;;300.9;273.2;250.3;268.5;79.1;273.1;290.1;313.3;340.5;208.1
Model_1264;0.042;0.009;0.027;0.019;0.009;0.011;0.009;0.026;0.030;0.012;;269.9;247.4;305.3;399.9;79.9;167.8;289.9;322.8;225.2;204.4
Model_1265;0.039;0.011;0.029;0.019;0.012;0.009;0.009;0.028;0.029;0.010;;286.5;151.5;269.7;410.2;62.8;221.3;270.4;281.8;242.9;257.1
Model_1266;0.039;0.009;0.026;0.020;0.010;0.009;0.010;0.031;0.025;0.009;;276.3;219.5;300.8;386.9;58.1;216.8;207.2;234.2;332.4;291.2
Model_1267;0.039;0.012;0.029;0.026;0.010;0.012;0.010;0.030;0.030;0.010;;279.6;119.7;260.6;228.1;34.7;120.5;229.4;244.1;234.9;230.6
Model_1268;0.038;0.011;0.030;0.019;0.012;0.009;0.011;0.028;0.023;0.012;;287.6;228.8;264.2;398.4;72.9;336.4;271.3;267.7;365.9;266.1
Model_1269;0.041;0.009;0.030;0.022;0.012;0.009;0.009;0.031;0.023;0.011;;259.4;267.1;246.2;314.9;91.8;266.3;241.2;234.3;383.8;244.4
Model_1270;0.037;0.008;0.030;0.022;0.009;0.011;0.012;0.030;0.023;0.012;;291.2;375.3;254.1;314.3;36.1;203.4;235.8;233;378.7;228.1
Model_1271;0.040;0.010;0.025;0.022;0.010;0.012;0.012;0.031;0.027;0.013;;262.1;242.7;327.5;300.5;75;166.5;191;227.4;271.5;196.8
Model_1272;0.036;0.012;0.030;0.026;0.011;0.012;0.011;0.026;0.029;0.009;;321.3;117.3;264.6;235.2;105.8;120.1;278.1;303.4;259.6;278.9
Model_1273;0.042;0.009;0.026;0.025;0.008;0.012;0.011;0.029;0.025;0.011;;254.1;254.5;307;240.5;59.2;147.3;217.3;259.5;328.7;232.7
Model_1274;0.041;0.011;0.027;0.022;0.010;0.009;0.012;0.027;0.028;0.009;;267.2;135.8;294.3;322.6;89.4;203.3;217.2;290.3;270.3;279.9
Model_1275;0.042;0.012;0.026;0.022;0.010;0.008;0.012;0.023;0.025;0.009;;277.7;127.7;329.3;320.3;131.8;288.8;270.3;379.8;339;319.2
Model_1276;0.041;0.008;0.027;0.026;0.011;0.009;0.009;0.028;0.030;0.011;;272.5;211.6;290.9;232.5;42.9;164.7;240.5;283.7;241.2;162.8
Model_1277;0.035;0.010;0.027;0.026;0.012;0.011;0.013;0.027;0.029;0.009;;325.3;155.5;301.4;236.4;118;132;228.3;277;258.6;260.1
Model_1278;0.038;0.012;0.030;0.022;0.010;0.008;0.013;0.028;0.026;0.010;;285.1;134.6;254.4;325.1;98.5;303.1;221.7;262.1;309.1;269.5
Model_1279;0.036;0.011;0.026;0.021;0.011;0.011;0.008;0.030;0.026;0.013;;315.7;209.3;314.2;317.8;133.5;202.4;275.6;251.1;288.3;208.9
Model_1280;0.036;0.012;0.029;0.023;0.011;0.009;0.012;0.024;0.024;0.011;;320.4;167.4;289.9;280.7;105.3;297.9;303.6;340.2;353.8;280.2
Model_1281;0.040;0.009;0.030;0.023;0.009;0.012;0.010;0.025;0.024;0.012;;284.5;299;272.3;274.8;60.4;169.1;319.5;333.7;348.5;239.6
Model_1282;0.042;0.012;0.031;0.019;0.012;0.009;0.012;0.024;0.030;0.013;;267.9;168.9;265.9;399.5;92.9;295.8;292.9;341.5;226.9;209.4
Model_1283;0.041;0.008;0.030;0.022;0.011;0.013;0.011;0.025;0.024;0.012;;273.5;372.3;270.2;302.1;60.5;143.1;295.2;327.9;349;235.1
Model_1284;0.036;0.011;0.025;0.024;0.010;0.011;0.012;0.027;0.024;0.009;;314.8;172.4;335;269.2;72.6;178.2;233.4;287.2;361.6;334.3
Model_1285;0.035;0.013;0.029;0.022;0.011;0.008;0.012;0.024;0.023;0.013;;330.4;164.9;294.5;297.9;86.3;427.5;315.7;337;372.9;237.7
Model_1286;0.036;0.009;0.027;0.023;0.011;0.013;0.012;0.029;0.028;0.009;;309.4;206.4;292.9;297.2;78.2;103.6;215.7;251.9;269.8;275.6
Model_1287;0.039;0.010;0.030;0.021;0.009;0.010;0.011;0.029;0.027;0.012;;276.5;221;256.5;333.8;43;217.6;246.4;254;275.8;215.9
Model_1288;0.040;0.013;0.030;0.020;0.009;0.009;0.012;0.026;0.027;0.011;;274.8;135.9;264.5;368.3;77;280;259.1;302.3;275.7;267.8
Model_1289;0.037;0.010;0.025;0.023;0.012;0.011;0.008;0.028;0.030;0.012;;312.9;185.8;333.4;279.9;85.3;148.7;266.6;286.6;227.7;185.1
Model_1290;0.036;0.012;0.026;0.020;0.009;0.009;0.009;0.023;0.023;0.011;;337.4;177.1;343.4;356.6;87.1;307.1;378;395;374.7;298.8
Model_1291;0.040;0.012;0.026;0.022;0.009;0.012;0.011;0.028;0.027;0.011;;272.3;161;315.8;300.8;59.1;160.4;235.7;274.3;274.9;258.9
Model_1292;0.042;0.008;0.027;0.022;0.012;0.009;0.012;0.030;0.023;0.012;;248.6;344.5;287.8;318.4;55.5;273.4;200.5;240.4;383.5;211.1
Model_1293;0.041;0.009;0.031;0.020;0.008;0.008;0.012;0.025;0.025;0.012;;271;273;253.9;375.7;103;343.1;267.7;324.1;325.3;221
Model_1294;0.036;0.011;0.029;0.021;0.012;0.011;0.012;0.026;0.030;0.009;;316.3;141.7;279.2;349.8;110.5;141.9;261.7;299.5;232.9;291.1
Model_1295;0.035;0.011;0.025;0.026;0.010;0.009;0.012;0.030;0.030;0.012;;321.5;147;328.1;226.1;52.6;215.5;200.6;238.3;233.5;175.1
Model_1296;0.037;0.009;0.024;0.025;0.008;0.009;0.011;0.025;0.026;0.012;;315;242.1;365.1;242.8;66.6;240.3;260.1;335.3;309.3;197.5
Model_1297;0.038;0.009;0.026;0.023;0.008;0.011;0.012;0.023;0.024;0.010;;308.4;270.7;331.2;287.2;132.7;186.6;282.8;377.2;360.7;305.5
Model_1298;0.038;0.009;0.028;0.025;0.009;0.010;0.010;0.025;0.027;0.010;;307.1;208.7;290.7;250;85.1;169.9;291.7;337.1;296.8;240.4
Model_1299;0.038;0.011;0.028;0.021;0.012;0.008;0.012;0.028;0.026;0.012;;287.5;180;285.4;341.1;56.9;333.6;235.7;266.5;300.1;213.7
Model_1300;0.035;0.011;0.028;0.020;0.012;0.009;0.009;0.031;0.025;0.009;;324.1;161.1;275.5;383.1;66.5;233.5;249.1;232.5;328.9;312.9
Model_1301;0.042;0.012;0.027;0.022;0.011;0.012;0.009;0.026;0.027;0.011;;270.4;156.9;305.1;301.4;88.2;154.4;289.7;322.4;278.2;258.4
Model_1302;0.038;0.011;0.030;0.022;0.008;0.010;0.011;0.027;0.024;0.011;;291.5;200.8;263.6;304.9;34.4;243;277.2;286.2;348.7;276.4
Model_1303;0.039;0.010;0.026;0.022;0.009;0.011;0.011;0.029;0.026;0.011;;278.5;216.1;311.4;306.8;56.2;178.7;226;257.9;299.3;244.4
Model_1304;0.038;0.009;0.031;0.020;0.011;0.010;0.011;0.028;0.023;0.011;;287.9;299.7;250.5;371.8;51.2;244.5;269.5;267.9;376.4;275.7
Model_1305;0.043;0.008;0.028;0.020;0.011;0.012;0.011;0.025;0.030;0.013;;262.4;320.4;294.1;367.5;64.9;149.2;271.4;331.8;229.6;180.6
Model_1306;0.041;0.011;0.027;0.024;0.008;0.012;0.010;0.024;0.023;0.012;;281.4;228;319.8;246.7;89.3;191.9;330.6;359.6;373;267.1
Model_1307;0.041;0.009;0.027;0.024;0.009;0.010;0.012;0.025;0.028;0.009;;276.8;192.5;298.7;277.4;130.6;158.2;236.4;331.1;277.8;269.5
Model_1308;0.035;0.011;0.030;0.019;0.011;0.012;0.012;0.028;0.029;0.012;;318.7;208;267;395.7;52.5;172;262.2;260.5;232.1;244.9
Model_1309;0.041;0.010;0.027;0.020;0.011;0.009;0.012;0.024;0.026;0.012;;276.5;232.2;315.9;366.1;84.8;281.8;275.7;348.3;296.8;232.3
Model_1310;0.036;0.011;0.028;0.025;0.010;0.009;0.011;0.029;0.026;0.011;;310.9;164.1;279.8;244.6;46;243.7;242.2;253.2;308.1;228
Model_1311;0.041;0.009;0.029;0.026;0.011;0.012;0.010;0.026;0.026;0.009;;275.8;204.1;271;232.1;74.1;120;272.9;316.1;318.7;276.8
Model_1312;0.040;0.009;0.026;0.027;0.010;0.011;0.008;0.028;0.024;0.013;;280.7;273.4;314.7;199;126.6;182.6;281.8;286.9;351.7;186.6
Model_1313;0.041;0.008;0.025;0.020;0.008;0.008;0.008;0.024;0.024;0.011;;291.1;294;346.5;369.7;94.6;288.1;336.6;380.6;356.2;226
Model_1314;0.035;0.010;0.024;0.023;0.011;0.010;0.009;0.025;0.031;0.009;;348.1;138.5;365.8;295.1;70.8;136.4;290.3;344.4;228.1;242.1
Model_1315;0.039;0.012;0.024;0.020;0.011;0.009;0.010;0.026;0.023;0.010;;291.8;165.4;362;367.2;81;289.6;265.9;319.7;377.8;322.3
Model_1316;0.035;0.012;0.030;0.020;0.012;0.012;0.008;0.030;0.023;0.011;;327.4;202.1;261.2;353.1;131.9;199.5;306.9;247.7;363.1;312.3
Model_1317;0.040;0.011;0.031;0.023;0.011;0.009;0.012;0.027;0.025;0.010;;271.8;167.5;247.3;293.4;84;252;248.9;282.9;333.7;279.3
Model_1318;0.040;0.008;0.026;0.020;0.011;0.012;0.010;0.027;0.024;0.013;;277.8;389.7;320.6;357.4;94.5;171.7;268.5;296.4;340.2;209.3
Model_1319;0.037;0.008;0.031;0.023;0.010;0.011;0.012;0.024;0.023;0.009;;310.3;308.2;258.9;299.4;143.2;172.2;294.3;343.3;400.1;332.4
Model_1320;0.037;0.013;0.029;0.024;0.011;0.011;0.012;0.026;0.030;0.011;;305.7;121.2;279.3;264.9;92.9;168.3;262.2;298.5;233.8;238.4
Model_1321;0.039;0.009;0.024;0.020;0.010;0.010;0.008;0.028;0.023;0.011;;289.6;283.2;353;361.7;137.7;226.7;272.5;289.1;375.3;260.9
Model_1322;0.037;0.011;0.028;0.023;0.010;0.013;0.012;0.030;0.026;0.012;;292.1;212.3;282;276.7;51.3;154.3;228.3;234.2;292.6;240.1
Model_1323;0.037;0.011;0.024;0.019;0.012;0.012;0.009;0.029;0.030;0.009;;305.5;149.4;349.3;414.2;66.6;123.8;228.4;269.1;231.6;292.1
Model_1324;0.037;0.008;0.025;0.025;0.012;0.012;0.011;0.028;0.030;0.009;;306;206.7;329.3;253.5;75.7;94.1;217;275.1;240.8;226.3
Model_1325;0.042;0.009;0.027;0.019;0.008;0.012;0.009;0.028;0.024;0.012;;259;309.2;303.6;387.3;151.8;171.1;289.4;281.3;337.6;243.1
Model_1326;0.037;0.010;0.025;0.021;0.011;0.012;0.008;0.023;0.023;0.013;;331.7;287.1;364.3;313.5;143.6;194.1;393.9;404.7;367.7;246.7
Model_1327;0.035;0.011;0.025;0.024;0.012;0.010;0.009;0.025;0.023;0.011;;343.2;199.8;349.7;252.6;88.7;241.3;324.9;342.2;381.3;276
